well_id,formation_name,porosity_frac,permeability_md,lithology,grain_density_g_cc,clay_volume_frac,quartz_volume_frac,calcite_volume_frac,dolomite_volume_frac,formation_thickness_m,net_pay_m,capillary_pressure_psi,fluid_contact_depth_m,reservoir_temperature_C,reservoir_pressure_psi,oil_saturation_frac,gas_saturation_frac,water_saturation_frac,fracture_density
WELL-1000,Limestone_C,0.173,202.42,Limestone,2.087,0.425,0.71,0.002,0.016,69.69,44.69,2304.57,3123.82,88.13,5050.1,0.37,0.14,0.851,2.36
WELL-1000,Shale_B,0.233,314.6,Shale,2.696,0.249,0.417,0.49,NULL,47.94,31.16,2849.55,2652.31,71.6,,0.795,0.435,0.936,NULL
WELL-1000,Sandstone_A,,57.55,Sandstone,1274.8042786372325,0.418,0.374,0.155,0.338,59.05,38.67,1937.57,2412.07,3028.239828022667,4103.71,0.521,0.319,0.983,0.01
WELL-1000,Dolomite_D,87.90387063379848,235.33,Dolomite,2.002,0.312,0.62,0.563,0.37,34.84,12.04,1974.53,3381.5,N/A,5595.63,0.687,0.21,0.741,3.65
WELL-1000,Shale_B,0.091,238.07,Shale,2.507,0.32,ERROR,0.118,0.277,73.87,7.4,993.1,2654.91,51.97,3496.73,0.511,XYZ,0.652,9.86
WELL-1000,Dolomite_D,0.075,749.58,Dolomite,2.35,0.401,0.395,0.239,0.101,32.65,23.97,2322.78,2891.71,128.65,3053.42,ERROR,0.067,85.02905729058759,2.02
WELL-1000,Shale_B,0.212,808.68,Shale,2.682,0.152,0.618,0.235,0.213,41.42,,578.86,2265.94,32084.466963766146,5648.9,0.233,,0.421,
WELL-1000,Limestone_C,0.237,720.56,Limestone,2.497,,0.298,0.243,0.013,,39.66,110.06,,68.44,4513.86,0.219,0.442,0.49,XYZ
WELL-1000,Shale_B,0.09,588.2,Shale,2.362,0.367,0.446,NULL,0.117,54.17,ERROR,2043.55,2729.03,55.01,4751.96,0.374,N/A,0.32,0.77
WELL-1000,Shale_B,0.051,702.06,Shale,N/A,0.499,0.696,0.352,0.2,89.43,30.06,NULL,2543.29,97.02,3342.9,0.556,0.098,0.674,1.11
WELL-1000,Shale_B,0.123,563.57,Shale,2.694,0.111,0.658,0.359,0.087,99.55,22.69,692796.5415052442,1573.54,75.39,3081.7,0.484,0.208,0.548,9.67
WELL-1000,Sandstone_A,0.103,812.74,Sandstone,2.308,0.369,0.558,422.4682426043466,,63.58,6259.707054170346,2832.39,2837.97,24348.383363591147,3492.91,0.751,0.401,0.701,8.47
WELL-1000,Limestone_C,NULL,505.76,,2.312,0.13,0.541,0.192,0.276,62.97,37.1,1067.38,3285.78,13914.361736321216,N/A,,0.274,0.69,2.45
WELL-1000,Dolomite_D,0.146,,Dolomite,2.086,0.455,0.602,0.302,,15.33,19.05,195.75,,149.77,,0.529,0.26,,5.34
WELL-1000,Shale_B,0.053,NULL,Shale,2.686,0.367,0.385,0.135,0.021,86.65,NULL,2879.49,2895.41,148.84,4814.37,0.58,0.413,0.408,7.89
WELL-1000,Dolomite_D,0.1,69.77,Dolomite,ERROR,XYZ,0.69,0.368,0.099,11.0,45.68,1634.44,2053.21,106065.10864696623,N/A,0.594,0.079,0.696,4.52
WELL-1000,Dolomite_D,0.051,,Dolomite,2.055,0.248,XYZ,0.116,0.008,63.61,20.53,399.77,2632.75,,ERROR,0.401,0.297,0.434,
WELL-1000,Sandstone_A,0.191,983.4,Sandstone,2.434,0.129,,0.102,ERROR,49.12,41.41,2131.3,2978.1,XYZ,5785.81,0.543,0.011,0.577,2235.815361725352
WELL-1000,Limestone_C,0.054,,Limestone,2.276,0.431,0.283,0.136,0.06,10.56,33.09,346.27,,74.09,5977.24,0.321,0.154,0.958,8.69
WELL-1000,Sandstone_A,0.244,607.55,Sandstone,2.192,0.325,N/A,0.322,0.146,NULL,32.11,,2464.23,111.81,3075.6,90.06205731565684,0.403,0.604,8.32
WELL-1000,Dolomite_D,0.193,979.15,Dolomite,2.28,0.377,0.343,,0.11,,XYZ,2950.52,2160.31,55685.39718124524,5318.07,0.786,0.446,0.474,1.47
WELL-1000,Dolomite_D,,219.99,Dolomite,2.485,0.417,0.656,0.192,47.3994624886833,N/A,12.87,1589.61,2738.62,102082.54165434743,5248.53,0.685,0.002,0.348,2.1
WELL-1000,Sandstone_A,0.249,17.02,Sandstone,2.399,0.443,0.224,0.588,0.159,40.08,45.89,1830.04,2668.66,68.44,N/A,0.69,0.228,0.494,3.01
WELL-1000,Shale_B,NULL,630.45,,2.493,0.372,N/A,197.62395934859384,ERROR,96.42,40.84,2342.73,1704.33,107.02,4811.59,0.205,0.011,0.579,9.77
WELL-1000,Dolomite_D,,924.41,Dolomite,2510.2002903537614,,0.307,0.548,0.261,N/A,5.36,2104.11,3330.42,55.29,,0.38,0.494,0.661,9.57
WELL-1000,Limestone_C,0.141,121723.9620143272,,2.562,0.443,0.471,0.009,0.309,,12.53,2495.12,N/A,61.06,3742.75,0.443,0.327,,0.85
WELL-1000,Sandstone_A,0.201,113.97,,2.152,0.109,0.454,0.005,0.253,87.56,44.13,N/A,1552143.042904339,142.08,5807.81,0.344,0.089,0.433,1.0
WELL-1000,Limestone_C,0.178,793.08,Limestone,2.628,0.152,0.539,0.475,9.605246108131567,82.86,31.91,1129.8,1698.85,119.75,5890.03,0.676,0.238,0.591,
WELL-1000,Sandstone_A,0.215,299166.3581788806,Sandstone,2.244,0.406,0.658,0.464,0.018,XYZ,39.35,1324.2,1588.26,53441.04336680371,5804.75,0.747,,0.37,3.59
WELL-1000,Shale_B,193.25287633399466,879.43,Shale,2.065,,0.484,0.28,0.264,30.07,5.84,1592.85,1812.88,122.49,5749.63,0.528,0.348,0.242,9.52
WELL-1000,Sandstone_A,114.15672388738463,914.78,Sandstone,2.16,ERROR,0.458,0.424,0.095,21.21,25.13,408.62,2213.55,102.44,ERROR,0.364,0.081,0.675,7750.9668106553645
WELL-1000,Dolomite_D,0.147,124843.38134209241,Dolomite,2.453,0.344,0.683,0.033,0.019,49.77,28.23,2214.08,2105.86,55.65,3084.29,0.289,0.221,0.916,6.3
WELL-1000,Sandstone_A,0.192,596.44,Sandstone,NULL,0.181,ERROR,0.17,0.086,85.02,29.93,542.51,2393.63,54.72,N/A,0.54,0.355,0.877,3.86
WELL-1000,Limestone_C,0.229,745.32,Limestone,2.504,0.423,0.273,0.547,0.144,,19940.588755235567,404.59,2679.72,106.6,,0.509,0.265,0.267,3079.235095413381
WELL-1000,Limestone_C,0.159,382.07,Limestone,2.441,0.437,0.596,0.247,0.119,53.04,17.73,,2829.47,143.05,2551.58,0.636,0.385,0.537,4.0
WELL-1000,,ERROR,988.03,Shale,2.505,0.154,0.612,0.388,0.347,34.8,36.58,2139.67,2709.31,108.1,2150.33,0.63,,0.86,7.95
WELL-1000,Shale_B,0.08,624.24,Shale,2.588,0.231,0.391,0.464,0.339,78.99,32.72,372.41,2510.52,51.4,3803.55,0.559,NULL,0.234,8.68
WELL-1000,Sandstone_A,0.2,869.57,Sandstone,2.223,0.147,0.284,0.446,0.155,19.74,14.92,2841.51,80404.46383579307,103.56,4562.58,0.732,0.064,NULL,4.44
WELL-1000,Dolomite_D,0.149,498.65,Dolomite,239.75140520389147,0.338,0.716,0.246,0.132,70.93,,2103.27,2320.99,108.1,2934.79,0.696,0.193,0.36,0.81
WELL-1000,Limestone_C,0.195,598.89,Limestone,2.612,0.116,XYZ,0.327,0.054,XYZ,27.75,,,123.05,5271.63,0.464,0.33,0.592,7.98
WELL-1000,Limestone_C,0.108,699.59,,2.323,236.46105423505634,0.717,0.335,0.278,78.57,22.06,363.29,3006.69,143.0,2810.79,0.384,0.255,0.497,6.95
WELL-1000,Sandstone_A,0.064,79308.2572808567,Sandstone,2.439,0.196,0.32,0.148,0.046,37254.90465334588,N/A,132.41,2932.65,129.06,5424.46,0.789,11.804304040801462,0.472,7.4
WELL-1000,Shale_B,0.07,436.76,Shale,2.133,0.223,0.737,0.4,0.161,15.06,19.67,1152.61,2856.86,128.32,5730.12,0.776,0.166,0.746,8.01
WELL-1000,Sandstone_A,0.075,,Sandstone,2.198,,0.715,0.422,0.303,71.62,,1807.37,3319.83,129.79,4355.27,0.459,0.001,,4.83
WELL-1000,Limestone_C,0.145,,Limestone,2.414,0.349,0.519,0.137,0.392,79.72,39.35,1926.81,XYZ,71.15,4971.41,0.218,0.324,0.85,3.43
WELL-1000,Sandstone_A,0.126,85.76,Sandstone,NULL,22.712921727021975,0.332,0.368,0.34,88.95,29.96,382.52,1960.18,96.35,4325.86,0.495,0.147,0.581,2.29
WELL-1000,Dolomite_D,0.111,875.34,Dolomite,2.115,0.418,0.34,N/A,0.356,59.58,1091.9474749249152,172107.6804961412,2876.75,104.71,5473.83,0.432,0.346,0.875,0.37
WELL-1000,Dolomite_D,0.24,746.78,Dolomite,2.357,0.105,0.731,0.503,0.353,54.36,,2195.13,2314.67,138.38,,0.566,0.379,0.766,4.74
WELL-1000,,0.244,95.55,Shale,2.637,,0.546,0.084,0.284,ERROR,,1125.43,2897.12,140.48,2726.91,0.356,98.09317194205568,0.65,3275.2292817039593
WELL-1000,Sandstone_A,0.22,656.84,Sandstone,,0.444,0.316,0.103,0.159,91.09,31.93,1521.22,2336.39,146.1,,69.58171688231698,0.186,0.355,2.25
WELL-1000,Dolomite_D,0.086,45.72,Dolomite,2.363,0.421,0.789,0.424,0.274,80.91,32.05,749.06,3323.2,XYZ,2194.86,0.796,0.429,0.288,8.85
WELL-1000,Sandstone_A,0.199,436.47,Sandstone,2.614,0.488,0.762,0.576,0.018,66.73,7.79,1849.72,2807.08,116.5,4651.04,490.6766262322883,0.062,0.898,2.03
WELL-1000,Sandstone_A,41.333683430461804,597.32,Sandstone,2.649,0.497,0.651,0.291,0.088,39.76,20.01,1333.47,2225.38,XYZ,5088.62,0.277,0.295,0.706,8.59
WELL-1000,Dolomite_D,,538.54,Dolomite,2.577,0.134,0.643,0.46,0.163,18.6,NULL,NULL,3209.64,144.84,4662.34,0.513,0.423,0.973,5.35
WELL-1000,Shale_B,NULL,,Shale,2.665,0.223,0.454,0.491,0.31,51.6,25.33,ERROR,1647.45,119.42,4661.49,0.506,0.055,0.732,2.18
WELL-1000,Limestone_C,0.084,874.96,Limestone,2.373,0.275,ERROR,0.377,0.374,45.17,45.05,1192.47,2090.74,115.49,4707.21,68.2400775444333,0.026,0.545,6.05
WELL-1000,Dolomite_D,0.082,596.73,Dolomite,2.331,,0.4,,0.295,,13.49,2664.58,3243.6,149.85,3535.8,0.749,0.372,0.837,2.39
WELL-1000,Limestone_C,0.084,818.34,Limestone,2.233,0.381,0.396,0.348,0.066,32.98,39.73,2430.21,XYZ,87.27,4896.44,0.303,0.036,0.758,3.02
WELL-1000,Limestone_C,0.095,506.99,Limestone,2.087,0.301,0.767,0.454,0.223,69.75,45.5,,1567.48,139.58,5011.07,0.704,0.37,0.229,3.9
WELL-1000,Shale_B,0.184,240976.56524387142,Shale,561.3442050700828,0.39,NULL,0.589,0.256,37.64,41.82,2547.5,,64.2,3239.68,,0.447,0.244,7.17
WELL-1000,Sandstone_A,0.08,594.47,Sandstone,2.367,0.218,0.459,0.494,0.015,97.28,26.76,894.6,2859.26,111.44,2749.61,0.759,0.426,0.583,5.25
WELL-1000,Shale_B,0.221,556.11,Shale,2.568,0.39,0.439,0.13,0.369,54.49,NULL,2556.76,1595.14,125.25,5260.23,0.572,0.063,369.4761914827361,3.24
WELL-1000,Sandstone_A,0.125,32.49,Sandstone,2.571,0.419,,,ERROR,11.91,35.67,2001.8,1828.88,101.53,5864.92,31.901419816440697,0.045,0.825,3.83
WELL-1000,Dolomite_D,0.138,,Dolomite,2.07,0.203,0.519,0.025,0.071,98.8,28.49,493.21,3067.12,133.52,3290.79,0.755,NULL,0.659,7.01
WELL-1000,Shale_B,0.132,309.91,Shale,2.226,0.174,0.211,0.141,ERROR,49.48,44.78,1959.06,2591.22,14939.899307640826,5386.02,ERROR,0.416,0.653,0.58
WELL-1000,Limestone_C,0.144,641.51,Limestone,2.581,227.40476502140706,0.623,0.381,N/A,96.97,30.44,117.43,3331.27,62.53,2910032.578436153,273.2030715290265,0.286,0.721,3.69
WELL-1000,Sandstone_A,0.127,24.09,Sandstone,,0.261,0.351,0.558,0.229,,17.04,768.38,3412.9,52.06,5297.96,0.512,0.429,0.332,0.51
WELL-1000,Dolomite_D,0.103,931.0,Dolomite,2.495,0.264,0.561,,0.396,41.04,35.21,2012.76,,113.12,3044425.6215682174,0.763,0.159,0.59,6.09
WELL-1000,Shale_B,,,Shale,2.327,0.427,0.395,0.192,0.307,45.71,12.26,1219.61,2896.68,6008.665701959627,5431.22,0.246,0.129,XYZ,0.95
WELL-1000,Sandstone_A,0.134,343.39,Sandstone,2.25,31.524141565425786,ERROR,0.176,0.4,66.45,32.98,1091.34,2527.11,75.47,3760.97,0.47,0.325,0.793,2.16
WELL-1000,Limestone_C,XYZ,10438.241058164032,Limestone,2.216,31.003420598333935,0.352,0.194,0.253,97.25,25.4,1401.41,1939.81,111.63,3885.74,0.683,0.421,0.292,3.14
WELL-1001,Shale_B,0.052,250.99,Shale,1896.0001189504437,0.357,0.571,0.015,0.275,,11.52,1127.08,1766.83,92.44,2331.49,0.754,0.226,0.833,5.22
WELL-1001,Limestone_C,XYZ,12040.717387613007,,2.315,247.40744362785898,0.626,0.25,0.084,,19.73,1576.02,2471.06,111.58,,0.238,0.268,0.316,2.1
WELL-1001,Limestone_C,0.099,119.16,Limestone,656.9678271368224,97.17496880008578,0.604,0.543,118.85030664224043,57.27,8.69,777.05,2005.25,76.46,4250.0,0.418,0.151,0.413,8.23
WELL-1001,Shale_B,0.169,103463.61692638954,Shale,612.4147824883437,0.466,0.258,0.331,0.004,NULL,44.32,2127.63,2783.82,120.03,2467.23,0.66,0.243,0.737,0.21
WELL-1001,Shale_B,0.113,431.56,Shale,2.64,0.398,0.598,,0.267,91.85,9.41,1188.28,N/A,101.73,2937676.4450906403,0.635,0.248,0.229,1.45
WELL-1001,Shale_B,0.248,479.21,Shale,2.164,388.61284442881123,0.795,0.1,0.195,ERROR,13.75,N/A,2562.0,51.66,2044.74,,0.159,0.534,1.98
WELL-1001,,0.246,,Dolomite,2.316,0.43,0.691,0.56,0.095,45.41,42.57,1833.9,,ERROR,,0.289,0.008,0.588,8.3
WELL-1001,Shale_B,0.107,493.08,Shale,2.139,0.449,0.711,0.581,,84.8,18.98,2003.17,3180.1,53.29,4387.97,0.26,0.225,0.81,8.85
WELL-1001,Dolomite_D,0.075,974.92,Dolomite,XYZ,0.264,0.389,0.324,0.257,41.64,25.82,213.81,3022.89,67.43,4901.94,N/A,0.28,0.468,2.21
WELL-1001,Shale_B,0.22,447.23,Shale,2.48,0.353,0.488,,0.36,70.24,ERROR,1295.73,2896.51,NULL,4558.72,0.723,0.002,,4.77
WELL-1001,Dolomite_D,0.247,307.21,Dolomite,2.294,0.438,0.269,0.532,0.248,82.71,46.03,NULL,1830.56,107.76,2745.61,0.539,0.437,0.539,9.72
WELL-1001,Dolomite_D,0.078,,Dolomite,ERROR,0.451,0.722,,0.06,60.16,23.18,883.59,2689.2,91.66,NULL,0.245,0.129,0.773,
WELL-1001,Shale_B,0.247,355.97,Shale,2.177,0.131,0.451,0.566,0.02,66.27,17.79,459.64,3043.47,ERROR,2497.72,XYZ,22.90016984339492,0.983,9.76
WELL-1001,Limestone_C,0.081,119.03,Limestone,2.675,0.32,0.518,0.191,0.075,25.35,29.22,131.24,2365.21,72.13,3761.04,0.704,0.316,0.687,5.83
WELL-1001,Sandstone_A,0.082,400.1,Sandstone,2.624,0.262,0.532,259.16440423277925,0.394,24724.90231198408,23.29,974.51,2296.62,129.58,2917.38,0.719,0.307,0.229,5.31
WELL-1001,Dolomite_D,143.57767658317047,855.71,Dolomite,2.618,0.134,0.305,0.065,0.011,64.53,XYZ,2613.63,2036.89,78.33,5252.24,0.241,221.6103937572656,0.734,7.53
WELL-1001,Limestone_C,0.161,979.06,Limestone,2.5,0.293,0.674,0.489,0.266,30.48,28.11,1269.79,2425.84,144.93,5611.69,0.22,0.011,0.746,1.47
WELL-1001,Sandstone_A,0.134,113.89,Sandstone,2.528,0.241,0.659,0.155,0.292,84.6,,2310.9,2722.13,115.13,3513.85,0.634,0.134,0.43,3.46
WELL-1001,Shale_B,,810.08,Shale,2.483,0.457,0.352,0.583,0.16,15.45,ERROR,2858.95,2371.21,145.22,640713.88388595,0.612,0.241,0.654,3.23
WELL-1001,Shale_B,76.60488108149771,54.14,Shale,2.607,0.394,0.471,0.174,0.199,27.63,39.08,128.19,2183.02,138.28,3430.13,0.222,XYZ,0.626,3.97
WELL-1001,Shale_B,24.04593557065504,323.04,Shale,2.494,0.491,0.573,0.537,0.136,47.37,7.55,208.14,,,3051.11,0.247,0.329,0.859,NULL
WELL-1001,Sandstone_A,0.131,539.94,Sandstone,2.545,0.345,0.342,NULL,0.171,68.48,37.7,681092.9358746296,2557.49,78.37,3371.05,0.297,0.127,0.541,2.7
WELL-1001,Shale_B,0.126,422.79,Shale,1279.2118412448692,N/A,0.309,108.88948777903772,N/A,83.47,48.0,587.64,,50.21,5601.18,0.292,0.358,0.743,5.69
WELL-1001,Shale_B,0.097,254.51,Shale,2.605,0.246,0.397,0.075,0.057,38.95,49.46,159.21,2579.2,143.61,3883.78,0.384,0.216,0.754,4.33
WELL-1001,Dolomite_D,0.105,876.25,,2.689,0.123,0.736,0.218,0.395,38.87,42.05,854.41,2521.08,59897.30147013345,5024.63,0.297,0.098,0.339,7.0
WELL-1001,Shale_B,0.221,ERROR,Shale,2.108,ERROR,0.535,5.142027353725481,0.07,10.13,17.79,2690.06,2929.36,107.45,5435.93,0.609,0.383,0.746,8.58
WELL-1001,Dolomite_D,0.101,502.91,Dolomite,2.675,0.249,0.627,0.464,,5949.9561807268365,31.2,2887.76,1556.45,52.06,2157.61,0.661,0.316,0.76,7.78
WELL-1001,Shale_B,0.17,375.93,Shale,2.429,119.25156356008237,0.233,0.469,0.278,57.01,36.43,2454.18,2257.49,51.19,3271.46,0.589,0.004,0.646,2.43
WELL-1001,Sandstone_A,0.24,53.49,Sandstone,2.666,0.178,0.443,0.386,0.022,,30.74,386.61,,133.96,3451.95,0.345,0.413,0.891,5.44
WELL-1001,Sandstone_A,0.208,759.56,Sandstone,NULL,0.214,0.734,0.232,0.205,75.32,44.29,2787.81,1111554.6277166416,82.37,2315.34,0.323,0.499,0.844,5.08
WELL-1001,Dolomite_D,0.199,364.46,Dolomite,2.236,0.286,0.541,0.398,0.292,34270.56911237676,20.86,1689.08,,88.92,5945.45,0.366,0.187,0.911,1.31
WELL-1001,Limestone_C,NULL,101.48,,,0.321,0.402,0.127,135.95878757792067,57.21,37.75,1046.69,2969.85,114.66,3876.37,0.528,0.104,0.534,3340.280644344252
WELL-1001,Shale_B,,751.91,Shale,2.126,0.326,0.519,0.318,0.282,42.57,43.88,2554.75,2379.06,90.72,3060.49,0.353,0.16,0.732,6.82
WELL-1001,Shale_B,,812.12,,2.53,0.258,0.302,,0.08,32.9,XYZ,350.86,1420548.1857581504,141.62,3433.84,0.396,0.441,0.984,4.94
WELL-1001,Sandstone_A,0.101,335.56,Sandstone,2.544,0.249,0.623,,0.252,69.9,41.11,2935.94,2684.04,146.97,2969.63,0.453,0.195,0.395,1476.395685117876
WELL-1001,Limestone_C,35.2179886235256,562.11,Limestone,NULL,0.394,0.717,ERROR,0.081,,N/A,,2726.98,103.89,3188.01,0.295,0.031,0.517,4.39
WELL-1001,Shale_B,0.225,N/A,Shale,2.593,0.41,0.488,0.062,0.103,17.34,43.54,1862.36,2684.75,NULL,3381.69,N/A,0.386,0.895,1.12
WELL-1001,Dolomite_D,0.057,271.4,Dolomite,2.443,0.13,0.225,0.52,0.252,83.25,42.45,662.68,1760.08,104.63,4910.53,0.564,0.35,0.264,4.2
WELL-1001,Dolomite_D,0.129,558.93,Dolomite,XYZ,0.235,XYZ,0.047,0.317,87.02,XYZ,595.61,2708.77,74.26,ERROR,0.321,0.48,0.677,
WELL-1001,Limestone_C,24.732913146117614,87.89,Limestone,2.025,0.206,0.399,0.472,0.124,91.49,41.71,419.65,3283.98,137.04,2825.59,0.564,0.062,0.996,9.52
WELL-1001,Dolomite_D,0.17,554.99,Dolomite,1720.3709340117884,0.186,0.595,0.368,0.294,23.12,18.87,2185.76,1856.71,93.03,4620.29,,0.027,0.6,4.53
WELL-1001,Shale_B,0.069,330.03,Shale,2.289,0.458,0.64,0.186,0.034,32.47,ERROR,701.66,2615.54,148.94,5062.99,0.275,0.031,0.229,6.26
WELL-1001,Limestone_C,0.08,506.57,Limestone,2.018,,0.2,0.562,,27.75,38.3,671.12,1984.06,109.48,2796.06,0.598,0.375,0.689,5.4
WELL-1001,Limestone_C,0.111,135.69,Limestone,2.104,0.325,0.287,0.409,0.002,19.92,26.41,122.17,1826.48,63.79,5706.82,0.21,0.453,,5.96
WELL-1001,Dolomite_D,112.6424541145107,464.09,Dolomite,2.586,0.176,0.724,0.351,0.084,95.6,48.93,2658.77,3297.33,XYZ,3242.03,150.25546394454892,0.415,0.357,
WELL-1001,Shale_B,0.169,142.3,Shale,2.239,0.166,ERROR,0.395,96.95537726033787,68.82,13.14,2986.87,3223.93,124.64,2641.67,0.575,0.068,0.904,7.4
WELL-1001,Limestone_C,0.089,927.21,Limestone,2.153,0.457,0.579,0.553,0.222,63.73,26855.348168031487,701.25,1613.46,86.12,4945.27,0.402,0.354,0.358,1.49
WELL-1001,Shale_B,,937.39,Shale,2.229,187.49599506864124,0.335,0.493,,,47.1,2131.84,3336.83,68.47,3966.54,0.711,0.346,0.983,9.52
WELL-1001,Sandstone_A,0.087,ERROR,Sandstone,2.063,0.39,0.283,,0.315,12.19,5225.0313995963015,1615.59,2397.56,146.65,2498.67,0.468,0.26,85.27281170321957,XYZ
WELL-1001,Limestone_C,0.164,978.16,Limestone,2.608,0.301,0.337,0.185,0.022,37.49,49.36,,2673.08,93.86,XYZ,0.305,0.163,0.495,2.8
WELL-1001,Sandstone_A,0.209,258.68,Sandstone,2.149,0.107,0.216,0.082,0.26,17.21,18.42,2005.9,1548.64,127.25,4583.05,0.773,216.32772357729766,,1.49
WELL-1001,Shale_B,0.097,48.96,Shale,2.192,0.158,0.352,0.287,N/A,28.28,7.6,,1881.69,84.86,ERROR,0.689,0.227,0.966,7.46
WELL-1001,Dolomite_D,0.12,438.54,Dolomite,2.259,0.227,0.253,0.087,0.131,,46.26,1500.97,2016.34,80.69,2569.87,0.269,0.452,0.5,2.16
WELL-1001,Shale_B,0.185,801.24,Shale,2.651,18.21396070630573,0.434,0.489,72.33162702034205,50.81,22.7,1036.16,2941.33,58.98,2842.42,0.647,0.446,0.412,4.14
WELL-1001,Limestone_C,0.082,469.51,Limestone,,0.209,0.384,0.497,0.055,ERROR,45.17,,1996.21,114.38,5957.37,0.693,0.375,0.711,2.44
WELL-1001,Shale_B,0.177,552.88,Shale,,0.364,0.673,0.016,0.338,96.98,13.16,773.74,2391.35,82.94,82254.3884239292,0.357,0.19,0.807,5.65
WELL-1001,Limestone_C,0.074,,Limestone,2.415,0.477,0.579,0.446,0.146,32.81,8408.987668281661,2885.72,2758.32,108.17,4670.87,396.45358148298754,,0.876,8.79
WELL-1001,Limestone_C,0.093,863.26,Limestone,2.026,0.27,121.98332783876533,0.466,0.19,10.12,19.82,N/A,,65.68,4419.37,0.474,0.19,0.925,
WELL-1001,Sandstone_A,0.054,413.14,Sandstone,2.611,0.119,532.398180026253,XYZ,,38.99,11.83,935.54,1928.31,N/A,XYZ,0.324,0.433,0.709,
WELL-1001,Shale_B,ERROR,677.33,Shale,2.009,0.349,0.458,0.041,47.291905746423375,37.63,11.85,506215.9965936827,3191.74,,5375.48,0.607,0.109,0.555,9.04
WELL-1001,Shale_B,,974.94,Shale,2.693,0.331,420.06720142972466,N/A,0.083,79.43,38.61,,2552.51,147.05,3634.21,0.747,0.238,0.871,2.35
WELL-1001,Shale_B,0.06,833.43,Shale,2.593,0.437,0.669,0.187,0.194,71.13,22.81,1204.15,2879.41,102.72,5229.6,0.792,0.051,0.469,3.12
WELL-1001,Sandstone_A,N/A,487.59,Sandstone,2.639,0.269,0.507,0.478,0.001,63.03,23.94,592.94,2023.22,,2462.76,0.641,0.328,0.898,9.36
WELL-1001,Limestone_C,0.2,938.03,Limestone,2.441,0.482,0.224,0.142,0.029,99.59,25.44,,2003372.5204680788,77.92,4155.39,0.555,0.039,0.841,0.0
WELL-1001,Dolomite_D,0.123,917.59,Dolomite,2.034,0.437,0.339,0.083,0.204,79.08,42.76,1985.03,2941.8,131.01,5599.97,0.632,0.269,0.516,5.7
WELL-1001,Sandstone_A,0.149,221.64,Sandstone,2.341,0.36,0.285,0.343,0.284,96.13,24.58,987.86,2438.57,110.2,3802.57,0.642,0.49,0.445,8.86
WELL-1001,Sandstone_A,N/A,ERROR,Sandstone,2.617,0.229,0.372,0.226,0.209,83.97,NULL,919.65,2473.84,62.57,2707.92,0.471,0.011,0.339,9.45
WELL-1001,Limestone_C,0.235,363.16,Limestone,2.001,0.366,0.336,0.133,0.326,69.98,36.11,528.35,1594.69,76.26,5225.2,0.429,0.259,0.528,7.16
WELL-1001,Limestone_C,0.235,683.76,Limestone,2.611,0.458,0.413,0.174,0.374,17.1,28.73,2725.61,1535.01,97.73,3617.2,0.328,65.15860096072608,0.357,4.21
WELL-1001,Sandstone_A,0.188,931.71,Sandstone,2.153,0.305,0.322,ERROR,0.201,91.39,17.38,2931.1,2673.97,96.6,2144.18,0.483,0.418,0.952,6.84
WELL-1001,Shale_B,NULL,579.57,Shale,2.275,0.379,0.472,0.05,0.216,64.65,5.88,1890.32,2175.12,134.02,2020.11,0.215,0.166,0.294,6.97
WELL-1001,Shale_B,0.059,316.97,Shale,2.655,0.455,0.327,ERROR,0.363,XYZ,31.7,2599.61,2268.8,69.54,2468.67,0.794,,0.679,2.71
WELL-1001,Sandstone_A,0.217,339.79,Sandstone,2.501,0.118,0.574,,0.146,73.93,N/A,2756.13,2858.02,83.12,5994.58,0.558,0.273,0.585,3.77
WELL-1001,Dolomite_D,0.121,832.05,Dolomite,2.155,347.29326388467115,0.705,0.072,XYZ,46.85,27.81,1938.61,2751.56,129.3,3807.47,XYZ,0.328,NULL,6.31
WELL-1001,Dolomite_D,0.152,708.4,Dolomite,2.687,0.11,0.393,0.182,0.225,50.49,6.79,1359.53,2788.63,76.47,1703077.0053888625,0.473,0.253,0.873,5.44
WELL-1001,Limestone_C,0.109,282.96,Limestone,2.468,0.491,0.383,55.939340828580896,0.252,XYZ,36.14,1453.64,3421.83,133.99,4463.99,XYZ,0.035,0.415,0.24
WELL-1001,Dolomite_D,0.062,941.69,Dolomite,2.572,0.135,0.236,0.578,0.306,88.55,31.19,140432.79863182266,1830.04,131.62,4823.46,0.244,0.352,0.328,8.2
WELL-1001,Sandstone_A,0.17,,Sandstone,2.604,NULL,0.489,0.512,0.215,53.4,13.87,373.12,2976.44,136.69,5914.03,0.457,0.404,0.786,7.88
WELL-1001,Shale_B,0.148,928.71,Shale,2.665,0.342,0.782,0.095,0.245,23915.761089651376,45.61,1136.54,1588.75,86.49,5890.83,0.242,,231.3306479282968,8.65
WELL-1001,Dolomite_D,0.165,348.43,Dolomite,2.362,0.195,0.602,61.022890671861575,0.284,,5.18,2764.91,2106.64,66.19,4105.62,0.522,0.172,XYZ,0.87
WELL-1001,Sandstone_A,0.159,500.88,Sandstone,2.275,0.253,0.688,0.407,,99.75,40.97,1949.18,2976.32,85.25,2872.49,0.551,0.479,0.93,5.94
WELL-1001,Sandstone_A,0.168,282.15,Sandstone,2.21,0.403,0.378,0.169,0.029,44.35,21.69,488.4,1864.46,87.45,,0.338,0.405,0.255,3.96
