well_id,date,oil_rate_bopd,gas_rate_mscfd,water_cut_frac,tubing_pressure_psi,casing_pressure_psi,choke_size_64ths,gorp_factor,oil_gravity_api,produced_water_salinity_ppm,downhole_temperature_C,downhole_pressure_psi,CO2_fraction,H2S_fraction,sand_production_rate_lbs_day,ESP_current_amp,ESP_voltage_volts,pump_efficiency_frac,downtime_hours
WELL-1001,2022-06-19,1816.3,ERROR,0.2,1566532.547536185,1872.95,31.2,1027.7177716733208,29.1,26533.0,52.85,5095.33,0.019,0.008,23.22,6.84,484.99,0.861,
WELL-1001,2022-06-20,1077.7,5910.4,0.25,3352.38,747.05,43.2,1.732,28.5,36848.7,75.06,3868.49,0.047,,66.91,38.97,378.27,0.718,19.35
WELL-1001,2022-06-21,2775.4,4099.2,0.39,,2494.6,32.8,0.851,27.9,11307.5,1833.2558041478717,1657130.0287455062,0.047,0.007,71.69,80.66,N/A,ERROR,0.65
WELL-1001,2022-06-22,2986.6,4556.6,0.17,979344.4397319116,1538.32,20.6,1.821,24.0,,89.05,3826.73,0.021,0.007,36.51,59524.24193838519,7668.2554295342525,0.925,7.71
WELL-1001,2022-06-23,638.1,7043.7,0.46,4525.42,539.32,27.8,0.667,30.1,28353.5,64.98,3788.87,0.013,0.009,4577.888585305586,59.2,,0.666,233.90781542246714
WELL-1001,2022-06-24,2164.9,NULL,0.23,NULL,,43.0,1.434,29.7,45631.2,,2905.64,0.048,0.003,26.95,XYZ,528.52,0.572,20.8
WELL-1001,2022-06-25,2642.2,7951.8,0.37,3467.65,,62.7,1.344,36.1,27459.1,53.54,4383.95,0.041,,22.37,89.3,377.67,0.884,16.89
WELL-1001,2022-06-26,2282.0,8611.5,0.49,674353.7291235038,1680.56,43.4,1.924,21.6,26661.2,53.4,5060.22,0.0,4.14742799421702,5.3,81.42,545.28,,13.11
WELL-1001,2022-06-27,NULL,4911.6,0.12,81380.3594901126,2802.5,9.3,,29.9,24663.0,118.4,2459.96,32.429418356551125,0.005,44.75,37.82,N/A,0.855,14.87
WELL-1001,2022-06-28,N/A,9806.1,0.31,1977.58,1193.19,43.5,1.224,24.6,45369.1,,2786.86,0.045,0.0,49.83,7.62,391.56,0.7,17.53
WELL-1001,2022-06-29,2148.0,2946.2,0.11,3706.08,2904.48,26.4,1.054,31.5,10422.6,66.75,5385.63,NULL,0.005,9.39,88.93,530.79,0.506,NULL
WELL-1001,2022-06-30,703.6,2043.3,0.42,2993.88,2301.82,29.8,1.734,20.9,46523.4,58.45,2770.18,0.013,0.009,NULL,67.94,289680.2741233433,0.596,23.65
WELL-1001,2022-07-01,2453.3,8977.9,0.26,3300.85,1591.05,56.1,1.275,32.2,24594.6,85.44,5493.41,0.018,0.001,90.9,83.99,232.35,0.897,22.0
WELL-1001,2022-07-02,536.0,3623.7,0.48,4045.3,381999.8024107984,46.0,1290.831913238625,39.1,39553.7,81.82,3318.1,0.006,0.009,,71.87,192.46,0.889,4167.464340606618
WELL-1001,2022-07-03,1068.8,8033.6,0.34,4244.83,1884.31,ERROR,1.573,27.9,28368.0,65.63,4987.44,0.003,0.001,94.04,81.69,532.19,0.506,11.32
WELL-1001,2022-07-04,2137394.4924513865,6378.7,0.11,3054.63,2070218.0265723376,22.2,0.994,22.6,37915.6,63.17,5955.25,NULL,0.003,16.26,28.53,302.68,,ERROR
WELL-1001,2022-07-05,,5829.5,0.31,1991.24,1759.2,62.2,1.33,27.6,45255.6,98.86,,0.044,0.008,5.72,8.25,174.58,0.924,10.26
WELL-1001,2022-07-06,1820.8,2031.0,0.49,2975.94,1601.38,25.6,N/A,20.4,20095.3,65397.60392827576,2448.57,0.037,0.006,72.41,24.72,ERROR,0.82,20.41
WELL-1001,2022-07-07,2014.8,8534.9,0.31,1880464.3800142459,,5938.493577879466,1.139,31.2,44395.0,71.35,3208.88,0.01,0.008,,98.9,33357.485356882644,0.685,18.69
WELL-1001,2022-07-08,1129.8,1029.8,0.26,4969.8,2087.27,,1.557,29.9,12436.1,83.36,3899.95,0.025,0.003,23.43,71.96,347.26,0.978,21.14
WELL-1001,2022-07-09,684.0,ERROR,0.13,3275.64,926.89,29.6,0.759,16206.79920015026,11323.8,72.01,3962.98,0.045,,6.13,50.5,481.6,0.692,20.16
WELL-1001,2022-07-10,2625.9,7873.3,0.47,,2006.46,39.7,1.089,31.8,30575.7,106.26,4496.84,0.035,0.001,82.31,64.2,379.22,0.666,14.04
WELL-1001,2022-07-11,1141.4,7176.4,0.13,4405.3,1358.96,8.4,1.571,24.1,45317.4,51.76,4707.62,0.016,0.0,13.32,88.67,495.23,0.502,10.9
WELL-1001,2022-07-12,1140.8,1040.9,0.47,4795.9,564.17,56.9,1.471,31.8,42542.6,52.82,4804.87,6.366389356328177,0.005,96.05,ERROR,322.95,0.958,13.54
WELL-1001,2022-07-13,996.7,6427.8,N/A,2537.28,,XYZ,0.881,34.9,30305.8,4777.25365880134,,0.043,0.001,79.24,85.91,436.74,0.929,11.16
WELL-1001,2022-07-14,1189.4,1254.8,0.26,,NULL,,1.294,36.4,33262.9,115.6,3790.61,N/A,,77.75,17.63,575.83,0.924,526.175837217853
WELL-1001,2022-07-15,816.2,3028.4,0.19,4117.88,2290.2,11.4,0.833,33.9,25472.0,74.48,3859.25,,0.008,47.07,21.4,309.02,XYZ,17.7
WELL-1001,2022-07-16,1426.9,7443.2,0.28,3123.7,635.64,34.5,1.938,27.5,16815.1,59.15,,0.037,0.001,41.69,11.02,464.41,0.686,11.64
WELL-1001,2022-07-17,2963.0,7323.0,0.37,4095.31,2166.57,26.6,1.847,2830.436964728201,30403.9,56.1,5271.54,0.021,0.008,53.45,58.53,420.25,0.862,15.26
WELL-1001,2022-07-18,2948.6,3745.7,0.13,3973.24,1315.8,61.1,1.609,34.6,,79.2,5332.32,0.036,0.006,ERROR,84.95,350.76,0.887,10.35
WELL-1001,2022-07-19,2133.0,2666.1,0.16,4324.87,2116.94,35.6,1.712,31.4,10030.5,67.84,2994.35,0.026,0.001,27.93,41.03,358.14,0.85,5.91
WELL-1001,2022-07-20,2457.6,,0.44,2690.27,1900.12,48.8,0.862,25.8,32784.1,95.21,2821.19,0.014,0.008,ERROR,20.14,ERROR,0.886,0.99
WELL-1001,2022-07-21,305343.6052330815,9619.8,0.46,,2945.27,46.5,1.902,37.0,41825.9,62.23,5869.08,0.046,,66.62,49.41,121105.39612177499,0.826,17.07
WELL-1001,2022-07-22,2499.9,7621.5,0.45,2357.23,2274.73,47.1,0.869,27.5,30338.3,52.63,5402.89,2.713635128244529,0.005,54.42,29.68,571.12,0.988,22.3
WELL-1001,2022-07-23,630.6,4590.4,189.0373050842908,3996.72,2110.94,,1.477,24.3,XYZ,113.6,2892.14,0.044,0.001,90.49,42.59,149.08,0.85,12.88
WELL-1001,2022-07-24,2370.5,7215.1,0.48,1489.51,2387.18,18.4,1.35,34.9,,115.41,,0.032,0.01,0.88,31.2,235.98,0.792,7.59
WELL-1001,2022-07-25,2657.9,9262.5,0.4,3657.37,1682.61,55.4,0.757,24.0,16168.3,106.48,2917.6,0.023,0.005,16.71,32.7,462.17,0.782,13.95
WELL-1001,2022-07-26,1778.2,9283.7,0.42,1409.17,,3624.503743209447,1.98,26.2,34634.6,63.08,4779.64,0.032,0.006,96.27,81.44,394.47,0.824,6.02
WELL-1001,2022-07-27,1565.9,3168.8,20.97599596926052,4483.92,1450.73,N/A,1.405,35.9,N/A,84.01,3714.69,0.012,0.002,21.27,50.83,517.06,0.721,4.87
WELL-1001,2022-07-28,1953.7,7326.2,0.4,4365.35,1607.26,47.1,0.804,22.3,44828.3,72.9,5213.26,0.011,0.003,41.91,62.4,24584.54980167919,0.651,10.72
WELL-1001,2022-07-29,1250.0,3701.4,0.29,4725.97,2403.47,48.8,1.777,24132.516554753012,28412.1,109.14,5466.53,0.018,0.005,81.96,47.51,409.66,0.705,20.95
WELL-1001,2022-07-30,767.1,ERROR,NULL,3650.74,1844128.243490778,53.4,1.131,28.9,,53.83,5363.47,0.008,0.006,35.15,55.03,171.99,0.694,3.91
WELL-1001,2022-07-31,849.5,9203.7,0.17,,,,0.596,35.5,26477.9,109.31,,0.001,0.008,50.15,24.79,314.12,0.774,1.54
WELL-1001,2022-08-01,1601.4,8569.4,0.49,2340.06,2666.61,55.8,1.18,38.0,49740.4,86.94,2743.96,0.05,0.001,83071.07604364691,43.48,229.63,0.842,N/A
WELL-1001,2022-08-02,2875.5,5720.3,0.43,4237.46,1393.73,10904.891149143961,1.183,32.5,11621.0,67.51,3871.99,0.021,0.002,2.4,79.62,228.15,0.611,22.81
WELL-1001,2022-08-03,315157.572017851,8129.2,0.15,4095.27,2756.96,43.5,1.412,,13585.0,95.33,NULL,0.014,ERROR,16.49,70.81,151.53,0.634,1.33
WELL-1001,2022-08-04,2593.8,5895.7,0.26,NULL,745.11,20.9,90.56735981364905,23.7,1148562.092381247,59.29,4724.0,0.014,0.007,69.81,84.84,283.5,0.901,ERROR
WELL-1001,2022-08-05,2981.7,1332.2,0.45,2609.67,793.82,,1.735,24.0,38862.4,114.78,5472.15,0.044,1.5866041063606038,2.8,82.11,486.53,0.521,6.2
WELL-1001,2022-08-06,2114.1,542266.7070072108,0.24,,1871.78,35.6,1.372,37.3,47083.8,52.98,1135412.9144836667,0.019,0.001,,75.22,293.44,0.925,18.13
WELL-1001,2022-08-07,2803.0,2123.0,NULL,,2457.0,43.2,XYZ,33.3,10428.9,70.22,4083.58,0.035,0.003,89.07,14.69,312.02,0.888,2.23
WELL-1001,2022-08-08,NULL,3084.8,XYZ,1182.72,844724.7670046511,,0.948,31.6,48159.9,53.44,5542.72,N/A,0.005,39.57,42.56,564.05,0.998,6.76
WELL-1001,2022-08-09,2419.0,2921.0,0.13,3507.73,2409.46,27.4,1.52,,11404.3,96.42,4653.9,0.044,0.01,75.6,60.56,161.12,0.784,0.59
WELL-1001,2022-08-10,352859.84552458586,7035.4,0.23,2268.71,2573.28,N/A,1.588,28.9,47965.3,100.7,2466.93,0.031,0.008,,31.23,302.71,0.969,23.23
WELL-1001,2022-08-11,2870.2,1910.2,0.17,2277.6,55263.06911356262,62.4,0.772,26.1,31958.7,62585.24332436209,2215.1,0.033,0.008,68.38,61.8,239.91,0.695,22.17
WELL-1001,2022-08-12,2460.5,6844.5,0.2,1773.16,1722.57,NULL,1.807,31.9,42505.7,83.77,2535.35,19.809784116578342,0.0,86.34,87.89,598.42,0.756,2.53
WELL-1001,,772.6,4371.9,0.27,2559.34,789804.8106586226,,1.593,31.2,47118.5,66.91,3718.2,NULL,,XYZ,97.31,ERROR,0.991,23.25
WELL-1001,2022-08-14,811.7,7397.3,0.13,1247547.7017634516,2884.36,56.6,1.22,31.6,34210.4,58202.59102485102,4011.4,0.047,0.01,28.93,74.27,288.45,0.732,18.35
WELL-1001,2022-08-15,586.9,6341.9,0.19,1426.69,543.18,NULL,ERROR,24.7,36401.9,,5393.27,0.017,0.001,81.87,,457.8,0.766,16.65
WELL-1001,,1325.3,1187.0,0.41,3345.99,1305.44,23.9,599.7958848686353,32.1,12964.8,67.27,2479.4,6.178411683794052,0.008,97.1,75.82,540.14,0.993,15.69
WELL-1001,2022-08-17,1150.3,6150.0,0.35,3476.92,688.42,37.4,,26.4,12478.2,58.15,5406.18,0.035,0.008,7.26,67.96,462.57,0.604,11.59
WELL-1001,2022-08-18,1580.9,NULL,0.26,4977.4,2014.61,53.4,1.239,31.2,48268.8,52.43,2444328.677907804,0.029,,14.52,69.56,,0.773,17.11
WELL-1001,2022-08-19,1091.6,2250.4,0.43,2355.0,1913.58,25.6,0.66,26.9,48640.3,66.73,3766.02,0.026,N/A,NULL,98.87,316.72,,23.25
WELL-1001,2022-08-20,2225.5,2721.1,0.18,3131.31,,60.4,1.787,22.8,19743.2,103.83,1666502.693326221,0.0,0.003,NULL,10.9,205.0,378.95063087007475,20.04
WELL-1001,2022-08-21,1490.1,8351.9,0.38,2533.9,,NULL,1.065,39.5,44862.9,55.22,3550771.719876368,0.018,0.008,33.71,,ERROR,,9.12
WELL-1001,2022-08-22,1354.8,3718.2,0.42,4105.31,2304.61,NULL,1.243,21.0,41033.8,47768.38647761084,3896.49,0.01,,44.49,31.52,N/A,19.819549900389003,13.16
WELL-1001,2022-08-23,2218.2,992173.3222762053,0.37,3871.55,1271.77,29.5,0.526,36.4,27230.3,91.43,5667.94,0.027,0.009,65.09,29.55,278.87,0.614,18.04
WELL-1001,2022-08-24,752652.4519148199,ERROR,0.48,3061.62,617.26,55.6,1.909,38.4,37168.2,89.41,4711.83,0.031,0.005,77.77,45.29,191.18,0.68,
WELL-1001,2022-08-25,1247.7,8073.3,0.37,2927.54,2378.34,57.0,386.7473477500063,39.5,8960512.504771264,78.76,2010.9,0.021,0.0,67.6,19.52,591.16,0.746,21.91
WELL-1001,2022-08-26,2887.6,2095.0,0.36,4905.68,2540.48,33.1,,31.2,43684.2,,4422.69,0.018,0.002,59.7,70.5,508.49,0.96,8.33
WELL-1001,2022-08-27,1578.7,,0.1,3698.99,2534.26,36.8,1.083,23.5,25626.7,88.75,5344.93,0.003,0.005,81.11,20.01,247.72,0.938,19.99
WELL-1001,2022-08-28,673.1,4966.7,,,2418.31,NULL,1.947,26.9,33353.0,78.19,3943.19,NULL,0.007,25.27,44.88,178.67,0.647,19.23
WELL-1001,2022-08-29,2341.2,3127.7,0.3,1015.64,2422.05,62.7,1.083,,10999.1,51.3,5243.5,0.035,0.008,4.25,52.91,287.9,0.82,9.47
WELL-1001,2022-08-30,2167.5,2613.0,0.3,2634.11,1345.72,12.8,1.311,32.1,NULL,110.08,2801.15,0.019,0.003,81.36,86.74,210.13,0.975,N/A
WELL-1001,2022-08-31,1234.8,3649.7,0.41,XYZ,593.28,11829.867150906986,0.782,38.9,46415.3,84.68,5915.81,,0.008,93.64,31.58,61890.44625145224,0.801,9.21
WELL-1001,,N/A,7931.5,0.38,4926.91,1429.95,25.7,1.195,37.2,13689.9,N/A,4018.77,20.07502785438953,N/A,79.62,20.58,305.05,0.609,7.45
WELL-1001,2022-09-02,1301.6,3810.7,0.18,980910.497059979,592.05,62.9,0.789,23.1,45072.2,ERROR,4242.13,0.014,0.005,14.88,64.55,NULL,0.645,7.92
WELL-1001,2022-09-03,994.0,3313.8,0.3,1088.4,936.72,39.1,1.017,25.6,37577.3,87.81,2600.25,ERROR,0.001,41.34,49.96,467.47,0.957,
WELL-1001,2022-09-04,1977.7,2411.0,0.35,,2682.65,59.1,0.595,36.4,37679.7,54.03,3832.14,10.954112017956438,0.005,38.75,20.8,116.0,0.977,1.08
WELL-1001,2022-09-05,1153.3,8736.5,0.41,1580.8,1683.33,59.2,0.953,24.3,43191.4,84.63,NULL,0.038,0.007,31.05,75.46,440.91,0.938,
WELL-1001,2022-09-06,1420.8,8541.5,,2296.0,1408.75,46.7,1.147,26.8,31063.6,62.99,4621.73,0.024,0.002,49.42,19.74,,0.665,12.68
WELL-1001,2022-09-07,1465.8,6132.2,0.11,2158.87,1289.5,,1.588,23.4,41359.8,79.38,2811.2,0.019,0.008,93.44,70.68,174.82,0.516,17.24
WELL-1001,2022-09-08,1181.8,1025.0,0.46,4675.25,2893.37,26.2,N/A,21.7,19008.1,83.21,4534.36,0.049,0.0,14.33,,,ERROR,3.81
WELL-1001,2022-09-09,1053.7,8366.6,0.43,4987.57,741.57,10.9,1.466,25.7,19930.3,78.79,5734.8,0.004,0.003,22.82,56.25,344.54,0.563,
WELL-1001,2022-09-10,2707.9,3362.4,0.39,,2416.66,38.7,1281.5594041917604,21.5,42649.3,119.16,3466.14,,0.008,,N/A,379.73,0.555,13.63
WELL-1001,2022-09-11,2897.4,9505.6,0.42,1116.05,2198.42,32.2,0.93,38.5,49613.0,106.46,4735.92,0.005,ERROR,,52.52,463.58,0.687,14.88
WELL-1001,2022-09-12,1078.1,4972.7,0.39,4327.65,2465.06,,1.156,32.5,49203.1,85.07,2949.29,0.033,0.01,53.11,37.71,452.74,0.672,19.93
WELL-1001,2022-09-13,1932.9,4668.0,,3281.77,2555.7,24.3,1.25,36.2,46420.5,92.64,5978.4,0.033,0.009,99.41,,488.74,0.567,18.1
WELL-1001,2022-09-14,2031.4,1911.4,0.13,2060.97,1233.68,45.4,XYZ,28.5,32872.4,106.37,5555.26,,0.007,39.76,6.39,417.91,0.503,19.07
WELL-1001,2022-09-15,1106.9,7923.5,0.17,4133.61,2993.92,13.1,1.444,31.9,38121.4,50.85,5697.0,0.039,0.009,64.11,9.46,ERROR,0.52,XYZ
WELL-1001,2022-09-16,931.0,9048.8,0.2,2235.95,2108.36,52.0,1.12,36.9,29547.8,114.5,4431.05,0.041,0.009,81.82,28.75,188.05,0.671,20.89
WELL-1001,2022-09-17,1658.5,6305.4,ERROR,3581.42,N/A,38.6,0.867,21.5,N/A,XYZ,NULL,0.005,0.004,62.3,20.19,162.75,0.527,10526.326585616216
WELL-1001,2022-09-18,2831.1,NULL,,3063.65,818.27,2226.546102125982,1.611,31.4,33737.2,88.11,3501.99,0.027,0.002,,57.3,580.95,0.783,3.24
WELL-1001,2022-09-19,594.4,8188.3,0.31,4031.49,1720.48,8.5,0.754,23.1,,86.04,2121.96,,0.006,54.58,41.38,411.85,0.789,2.78
WELL-1001,2022-09-20,1548.4,9382.0,0.25,1378.18,1830.35,38.5,1.217,33.2,37432.6,74.64,5251.09,0.02,0.002,62.43,76.14,391.47,0.539,7.91
WELL-1001,2022-09-21,933.2,N/A,0.27,4897.37,NULL,17.8,1.937,34.1,,66.7,3011.86,0.013,0.01,75.22,72.75,344.8,0.888,2.22
WELL-1001,2022-09-22,2528.7,1990.1,0.2,4497.5,2611.75,62.3,1.479,21.1,33605.3,98.18,2633.28,0.004,0.001,26.18,68.75,253.17,0.817,20.19
WELL-1001,2022-09-23,2825.0,9704.7,199.98944095324853,2361.8,1957.12,37.4,0.527,8420.59675526783,31072.2,86.69,ERROR,0.014,0.003,62.39,57.06,123.55,0.626,20.58
WELL-1001,2022-09-24,2072.2,3396.8,0.11,4708.33,,42.2,1.664,39.5,19828.0,119.07,4334.78,0.012,0.001,,92.28,124.81,0.598,22.89
WELL-1001,2022-09-25,683.6,1016.2,0.15,3028.39,963.29,22.5,1.623,34.1,22751.4,78.48,3888.89,0.047,0.001,XYZ,80.44,130.69,0.926,
WELL-1001,2022-09-26,2084.2,6197.4,0.1,4082.4,891.25,63.1,1.653,,46003.3,73.65,3734.72,0.05,ERROR,26.57,12.5,340.4,0.953,
WELL-1001,2022-09-27,2210.4,6068.2,0.11,N/A,1313.62,28.8,1.924,,26519.7,79.01,3085.75,0.022,0.003,56.45,13.2,283.18,NULL,19.35
WELL-1001,2022-09-28,1896.5,4836.1,0.38,1975129.4542307865,2487.76,46.5,1.14,39.0,10216417.933026053,98.69,5230.75,0.007,0.001,6.39,,358.97,0.717,
WELL-1001,2022-09-29,2355.4,3384.9,0.24,3200.37,1625.13,,1.997,33.7,41547.9,74.03,2396.22,0.006,,96.51,XYZ,321.06,0.826,6.76
WELL-1001,2022-09-30,2249.9,,0.42,3193.8,880.11,25.7,0.865,20.7,33054.7,60.72,3712.65,0.002,0.001,15.19,89.26,516.38,0.916,19.45
WELL-1001,2022-10-01,2407.5,4523.2,0.37,2009.06,2768.79,10.9,0.976,37.9,46888.1,108.7,,0.031,0.01,98.14,92.35,,0.53,9.53
WELL-1001,2022-10-02,1003.4,6368.8,0.19,4815.48,1151574.0937935736,51.4,0.562,21.4,12364083.859989977,65.18,3159.53,0.017,0.006,11344.852800165798,17.05,141.35,XYZ,23.7
WELL-1001,2022-10-03,2717.2,8214.8,0.35,4290.48,2162.58,61.1,1.106,33.2,21422.1,ERROR,3215.59,0.013,0.007,77.85,28.12,497.19,0.986,16.29
WELL-1001,2022-10-04,1859.6,6625.2,0.11,2707.1,1520.71,17.3,1.159,30.7,32855.4,85.03,2187.55,0.032,0.007,45.15,55.4,117.57,0.55,23.45
WELL-1001,2022-10-05,750.2,9265.2,0.39,2405.65,1833.58,45.0,1.632,1911.2870226583336,37124.7,85.02,3534.52,0.041,0.009,14.43,98.56,583.83,0.784,1.92
WELL-1001,2022-10-06,597.7,,0.36,1329.18,2007.26,46.4,1.258,21.0,23476.5,100.64,5616.62,0.018,0.002,3.14,87.42,XYZ,0.716,
WELL-1001,,,N/A,0.32,1220.39,1821.58,10.5,1.992,28.7,XYZ,50.44,3161.79,0.019,0.007,62.61,23.15,N/A,0.849,23.13
WELL-1001,2022-10-08,997.9,3761.0,,4480.01,1501.32,44.7,1.94,32.3,40541.2,114.87,3983.94,0.032,0.003,N/A,29.85,493.67,0.617,21.86
WELL-1001,,2651.2,9141.4,0.38,2053.42,1428.9,45.8,1.98,39.4,47494.1,89.93,2873.16,0.021,0.004,62.39,87.11,380086.90931126656,N/A,8.85
WELL-1001,2022-10-10,975.7,8154.3,,2571.27,2522.75,28.9,0.791,9828.947357890349,12136.3,119.12,4233.35,0.007,0.004,4985.609351105397,74.98,178080.76127402106,0.855,19.78
WELL-1001,2022-10-11,1619.8,3037.6,0.47,2314.53,1301.78,3619.274474756041,1.498,35.2,29836.4,53.08,2134.93,0.001,1.210034467980721,21.43,49.2,472.79,0.925,20.47
WELL-1001,2022-10-12,,7494814.360825094,0.11,1102.23,69010.67141519382,56.8,,37.8,41256.9,65.14,2059.24,0.029,0.004,1.44,38.58,591.63,0.56,19.04
WELL-1001,2022-10-13,2948.7,3803.7,0.11,4572.5,2471.11,10.0,1.105,31826.981822457954,25905.3,63.23,5876.95,0.033,0.003,47.29,66.13,128.53,0.728,15.38
WELL-1001,2022-10-14,2560.7,298959.6568442416,0.37,NULL,,22.1,1.318,25.8,46286.9,70.77,5261.7,0.007,0.005,17.1,11.88,290.53,0.877,1.98
WELL-1001,2022-10-15,1226.0,5982.5,0.45,4309.24,2956.01,35.4,1.255,21.1,40905.7,88.96,3313.27,0.013,0.008,84.74,46.23,117.73,0.917,15.94
WELL-1001,2022-10-16,2676.3,8620.7,0.18,4046.38,2632.4,10.3,1.912,25.1,21649.2,118.18,4010.62,0.021,NULL,42.24,75.47,224.16,0.845,0.18
WELL-1001,2022-10-17,1836.4,109914.82659525849,0.11,4804.46,1479.19,46.6,1.752,20.4,20411.9,94.02,4511.05,0.026,0.008,74.72,45.35,476.95,0.868,5.49
WELL-1001,2022-10-18,2109.2,9999.4,0.28,1129.48,1926.56,61.4,1.855,26.3,22911.9,112.2,5436.28,0.018,0.008,69.93,91.66,207.95,,10.47
WELL-1001,2022-10-19,1208.3,4828.9,0.21,3135.09,500.48,16.2,1.392,25.4,33469.4,XYZ,2755.8,0.031,0.004,84.71,,125.02,0.851,13.65
WELL-1001,2022-10-20,864.6,6524.4,0.2,2370203.5338246324,584.32,14.9,0.997,32.0,47293.4,60.67,2069.18,0.038,0.006,78.75,18.9,N/A,0.573,14.23
WELL-1001,2022-10-21,2794.9,7497.0,0.43,2161.19,2841.82,51.9,1.222,27.6,32941.8,52.6,3400.06,,0.0,57.35,99.54,134.04,0.629,6.38
WELL-1001,2022-10-22,1956.7,6751.8,0.43,1753.67,NULL,40.9,1.111,35.6,35867.8,106.38,,0.044,NULL,4.79,83847.93118767024,187.61,0.802,1.47
WELL-1001,2022-10-23,2818.1,4230.1,0.41,1763.42,1578.07,32.0,1.21,3078.0789385324815,24003.7,72.16,2770.0,0.047,0.005,8.2,23.27,148.5,0.986,8.87
WELL-1001,2022-10-24,1526.3,4191.0,0.36,1284.3,2027.32,19.4,1.356,32.0,31263.3,101.06,4468.9,0.038,0.008,99.86,22.65,588.7,0.667,15.36
WELL-1001,2022-10-25,2379.2,6980.6,0.23,3811.24,2868.86,10.7,1.099,33.1,37616.2,62.23,3822.28,0.016,0.003,43.75,39.72,XYZ,0.727,16.75
WELL-1001,2022-10-26,1046.3,9577.5,0.41,1657.62,2887.1,54.3,0.737,28.3,9704385.477988865,114.86,4295.49,0.01,0.003,11.59,72.58,548.53,0.952,12.2
WELL-1001,2022-10-27,1490.1,5972.5,0.29,1916.96,1736.3,45.3,0.742,,33547.1,84.21,4376.56,0.006,0.002,94.13,83.9,124.38,0.907,14.2
WELL-1001,2022-10-28,1799.4,3727.6,0.39,3914.97,2198.48,22.4,1.153,30.8,43877.4,ERROR,4494.94,0.037,0.002,82.21,13.03,163.22,0.97,21.43
WELL-1001,2022-10-29,,7416.6,0.26,,1479.32,58.0,1.37,24.0,13721.0,62.67,4668.67,0.012,0.4887895146137284,56.14,40.9,222.59,,8.18
WELL-1001,2022-10-30,1197.2,2682.9,0.2,4739.86,539.61,44.3,1.218,38.1,24664592.750533547,ERROR,3582.84,0.037,0.005,2.46,62.34,377.55,0.919,2.65
WELL-1001,2022-10-31,1459.8,6380.8,0.11,3459.12,668.89,39.8,0.992,34.3,42980.9,,2465.67,0.005,0.009,21.52,6.58,503.87,0.873,23.27
WELL-1001,2022-11-01,1626.6,ERROR,0.15,N/A,,8.0,0.607,35.7,11204.9,91.52,4084.65,0.009,0.003,95.0,96.17,188526.84580941344,0.623,21.5
WELL-1001,2022-11-02,NULL,3552.5,0.3,3409.5,,29.8,1.968,23.9,44525.1,114.01,4097.48,0.006,0.001,22.38,40177.320628883695,290.21,0.593,16.5
WELL-1001,2022-11-03,2584.8,2198.1,0.14,,1666.63,25.8,1.568,22.7,46821.3,79.81,4743.16,,0.007,XYZ,68.47,,0.57,16.47
WELL-1001,2022-11-04,2847.6,2163.0,0.18,3355.87,2453.77,20.8,1.763,20.7,48653.7,NULL,2272.08,0.008,XYZ,82.89,59.98,285.56,0.512,3.53
WELL-1001,2022-11-05,1437.4,7726.6,0.33,1987.34,1719.22,59.6,0.657,22.6,13546182.37828383,118.39,2940.92,12.509933748990871,0.009,40.34,50.12,254.84,0.666,7917.016832107865
WELL-1001,2022-11-06,1104.9,1854.5,0.29,2923.66,NULL,20.5,,33.0,20284.0,99.74,2359.52,0.022,0.007,53.12,99.73,581.46,0.883,5.9
WELL-1001,2022-11-07,1547.9,5731.8,0.24,N/A,,22.8,,,17484.6,56.98,4522.85,0.04,0.001,73.12,82.07,NULL,0.829,18.73
WELL-1001,2022-11-08,2309.3,9982.7,0.46,2634.99,,15.1,,35.2,38406.7,70.96,2404.07,0.004,0.002,23.64,91.18,535.54,164.46343223249724,13.73
WELL-1001,2022-11-09,2146.1,2127.1,0.11,3032.86,2372.18,52.1,ERROR,22.0,NULL,56.05,5435.0,0.032,0.003,86.59,96.63,535.79,0.964,11924.9818548795
WELL-1001,2022-11-10,2378.7,9469.2,0.17,2218.08,2458.97,8.5,0.863,27.3,15505.8,104.89,791524.8851280231,0.044,0.002,82.43,8.17,176.01,,10.01
WELL-1001,2022-11-11,2112.7,4346.6,0.25,3819.77,2189.27,50.6,562.4874873720591,,32555.4,XYZ,4510.23,0.036,0.01,0.1,10.97,362.67,0.857,12.19
WELL-1001,2022-11-12,2968.8,6086.4,0.32,4441.55,522.78,16.0,1.719,20.4,N/A,108.61,5285.97,1.9249920265313831,0.006,60.33,82.95,196.0,0.79,16.36
WELL-1001,2022-11-13,2494.2,5547.9,0.19,4657.28,1352.24,24832.9139978448,1.138,38.5,16158.8,64.83,4820.76,0.004,0.006,88.84,75.58,,0.63,19.57
WELL-1001,2022-11-14,1611.4,1528.2,0.24,3274.42,2957.86,53.7,1.521,21.4,30443.8,61.1,3396.56,,0.004,XYZ,17.27,485510.48418651905,0.773,0.2
WELL-1001,2022-11-15,2517.7,4174.6,0.49,2788.94,910.72,28.3,1.286,14705.671142479072,37192.6,64.37,2807.63,0.032,0.0,19.51,10.63,414.08,0.745,11.9
WELL-1001,2022-11-16,2770.7,2799.5,0.49,2467.83,2883.13,27.9,0.906,26.4,ERROR,70.47,5606.31,0.016,0.002,80.23,71.86,435.14,0.886,5.38
