seismic_line_id,shot_point,twt_ms,amplitude,frequency_hz,reflection_coefficient,acoustic_impedance,velocity_m_s,quality_factor,offset_m,azimuth_deg,inclination_deg,wavelet_type,gain_db,noise_level_db,processing_version,survey_name,inline_number,crossline_number,pol_frequency_hz
LINE-2,141,2469.88,975.38,26.5,0.5489,N/A,,77.29,N/A,4151.309537910501,NULL,Klauder,,-3767.157311244582,v1,Survey_A,1313,XYZ,49.82
LINE-2,142,4327.79,411.86,11.78,0.7376,20680766.16,,81.25,6941.16,304.24,7845.831233241889,Klauder,-1.18,-3.52,v3,Survey_B,1880,2634,23.22
LINE-2,143,4579.23,-682.14,XYZ,-0.3393,22293764.41,1136590.2907766039,23.83,7775.22,272.28,22.67,Ormsby,-5.45,-6.82,,Survey_C,1622,2724,5020.988521118087
LINE-2,144,3033.26,-20.7,37.05,0.6545,22754945.33,1975.32,77.33,2139.48,8.99,1.89,Ricker,-8.45,17.98,v1,Survey_A,1674,93234.82834299236,34.59
LINE-2,145,2744.53,80.89,54.59,-0.2835,20314934.3,4010.58,15.53,1038.86,102.29,0.91,Klauder,6.15,-3.79,v1,Survey_A,250528.89842435616,1518261.0439967928,41149.61941670977
LINE-2,146,3517.52,-13.59,23.81,0.8563,9984523.22,2524.01,80.1,1963.06,158.25,3.47,Ricker,,-14.21,v1,Survey_B,1074,2141,47.53
LINE-2,147,3586.48,138.99,45.38,0.8028,15855982068.854534,2375.38,44.33,6931.3,134.88,26.68,Klauder,2.51,-1675.0501621566148,,Survey_A,1783,2297,XYZ
LINE-2,148,3413.92,-554.27,27.45,0.9328,19730034.98,3377.64,76.82,,207.56,16.78,Ricker,-9.82,0.91,v2,Survey_C,720284.199252112,2348,10120.278660418564
LINE-2,149,1880.45,415.05,57.22,,14514858.31,,29.36,,241.68,24.89,Ricker,-6.76,10.13,v3,Survey_B,1133,2448,45.72
LINE-2,150,2067.2,626.64,51.94,0.2935,8724872.6,3538.9,17.43,6143.52,322.45,22.29,Klauder,-9.34,9.93,v3,Survey_A,1761,2466,31.83
LINE-2,151,1695.26,355.32,27.59,-0.047,19004741.06,45159.51077196053,,4028.09,119.35,9.57,Ricker,-7.06,-16.57,v3,Survey_A,1533,2574,22.39
LINE-2,152,,460.08,12.93,0.5638,17588994.63,,97.9,684.14,294.28,8.88,Ormsby,,11.42,v3,Survey_B,1008,2224,ERROR
LINE-2,153,1655.12,-567.06,40.53,-0.2989,12965797.8,3845.36,71.97,4318.6,301.91,,Ormsby,-4.1,1.82,v1,Survey_A,1136137.3849897208,,20.06
LINE-2,154,3967.9,663.74,25.19,,7921146.62,4290.82,53.13,9792.76,,6.65,Klauder,1.53,0.79,v2,Survey_C,1546,,40.11
LINE-2,155,,-12.04,28.01,-0.3674,11376483.64,3513.79,60.28,7884.05,132.68,,Klauder,-4.66,-3.63,v3,Survey_A,1549,2851,31.69
LINE-2,156,1883.09,NULL,47.56,0.9862,18793594.33,2156.01,36.9,9169.98,111.29,15.21,Ormsby,-8.59,12.47,v3,Survey_A,N/A,2560,11.08
,157,,708.43,31.22,0.0776,20922089.78,2199.85,83.75,6598.49,273.83,2.1,Klauder,2.41,-7.84,v1,Survey_B,1298,2511,16.58
LINE-2,158,4476.85,581377.1302455697,37.42,0.7922,9872863.08,1867.91,16.52,N/A,340.36,24.11,Klauder,-0.02,3.35,v1,Survey_B,1830,2418,47.33
LINE-2,159,4783.77,404.9,49.92,0.2106,23859510.85,3404.45,45.38,1423.13,XYZ,14.64,Klauder,8.28,-1.68,v3,Survey_C,1668,132469.05186977773,
LINE-2,160,1103.29,111.4,58.0,-194.5052987893871,21059622.16,1739.6,60.05,5783.07,161.7,17.22,Ormsby,-5.24,18.45,v3,Survey_A,1129,2950,ERROR
LINE-2,161,4626.26,XYZ,23.32,-0.5197,24027774.11,4653.62,31.81,6885.36,63.41,3.82,Ricker,-2.58,3.3,v1,Survey_A,ERROR,2155,
LINE-2,162,1530.51,447.25,41.64,-0.23,18562484.05,4714.63,26.42,3778.95,,25.3,Ormsby,1.57,8.6,v2,Survey_B,1916,2332,31.31
LINE-2,163,2755.1,-731.5,17.69,-0.9219,10418109.72,4790.74,56.25,9845.84,266.14,26.62,Ormsby,,-3.3,v1,Survey_A,1038,2414,44.05
LINE-2,164,2986.2,-684.78,33.93,-0.1088,5690742.54,4812.79,41.21,6986.67,62.6,11966.34414241069,Ormsby,6.81,12.78,v1,Survey_B,,XYZ,17.55
LINE-2,165,1677.79,491.45,40.75,0.2398,10175842.33,3339.41,73.68,,241.67,8.52,Klauder,8.67,,v2,Survey_A,1425,758739.552960719,
LINE-2,166,2369.05,,11.68,-0.3329,14367398.89,3628.58,87.4,2759.03,46.51,13.94,Ricker,,ERROR,v1,Survey_C,1786,2259,48.78
LINE-2,167,3149.83,891.83,20.55,405.3282537945145,16988568.71,4644.02,52.97,7652.68,178.41,19.57,Klauder,0.65,8.12,v2,Survey_A,1865,2976,14.1
LINE-2,168,1029612.8028297949,765.6,10.18,-0.7946,15242206.67,1679.7,24.4,7879.49,323.34,16.37,Ormsby,2.22,7.22,v1,Survey_A,1710,2452410.2872584388,19.85
LINE-2,169,4741.43,-861.85,11.45,0.2652,21721417.79,2839.53,91.3,3260.33,316.29,3.71,Ormsby,2.37,7.83,v2,Survey_B,1938,2164,42.14
LINE-2,170,1299.7,852.64,10.63,-0.3966,15746408.94,1900.05,51.71,982.13,94.58,,Ricker,-8.05,-18.19,v3,Survey_A,1298,2257,29.54
LINE-2,,2358.74,847.05,33.37,-0.0569,21090588.81,2624.73,ERROR,1466.27,256.8,4.13,Klauder,-0.49,5.95,v2,Survey_B,1652,2185,11.94
LINE-2,172,3803.24,34.64,14.45,0.1798,ERROR,3933.28,38.18,3031642.341008739,340.12,5.44,Ricker,4.79,-6.34,v1,Survey_B,1461,2702,36.23
LINE-2,173,1483.48,34.45,57.54,-0.4181,7933196.87,2512.26,58.38,6831.63,25.73,14.06,Ormsby,0.16,-12.65,v1,Survey_C,1939,2185,25.64
LINE-2,174,2480.01,468.9,10.7,-0.1877,5631932.26,2030.94,59.07,5309275.72353156,93.39,18.78,Ormsby,-5.77,17.33,v3,Survey_A,1677,2617,33.98
LINE-2,175,4631.77,308.08,54.99,0.0842,17834572.27,4033.34,26.14,3876.23,322.32,29.09,Ormsby,-4.2,-6.47,v3,Survey_A,1507,2765,43.98
LINE-2,176,3218.87,240.73,,0.9167,XYZ,2490.65,89.16,3408.8,67.03,18.95,Klauder,0.76,-15.79,v3,Survey_B,1410,2873,29.92
LINE-2,177,4292.42,-403.41,28.09,ERROR,21084126.02,3905.54,,885.8,227.58,5.77,Ricker,1.87,5.42,v3,Survey_A,1955,2587,44.63
LINE-2,178,53121.603686476825,430.92,24.16,0.5925,15656370.4,4984.12,ERROR,8389.47,341.52,4.25,,7.41,ERROR,v2,Survey_A,1216909.1882769903,2161,NULL
LINE-2,179,2372.98,ERROR,28540.084906112617,-0.5375,22239853.31,2191.62,86.81,2206.1,341.91,23.89,Klauder,-8.13,11.46,v1,Survey_B,1464,2222,31.52
LINE-2,180,3018.76,-295.31,14.85,0.711,14130183.68,4971.11,33.43,ERROR,62.88,8.9,Ricker,9.49,10.93,v2,Survey_C,1755,2177,47.74
LINE-2,181,3337.89,-547.85,47.74,-0.9248,17083464.42,4607.0,43.32,1699.45,256934.43426106186,18.35,Ormsby,-2.48,,v3,Survey_B,1581,2443,18.81
LINE-2,182,1921.5,557.19,41.62,-318.97938666672627,18228366.98,2326.38,37.43,4009.65,NULL,16.87,Ricker,8.16,15.16,,Survey_C,1741,2856,38.0
LINE-2,183,,-967.3,16.99,-0.9635,22695516.34,ERROR,88.03,7925.77,332.03,28.83,Ormsby,0.26,-11.51,v3,Survey_A,1189817.4846865674,2076493.254318028,
LINE-2,184,2080.16,869.32,11563.337584183717,0.3858,9686226.19,4221.7,68.52,6176.49,150.05,18.67,Klauder,-1.18,14.64,v1,Survey_C,1837,2303,10.15
LINE-2,XYZ,2216.1,-944.26,27.12,0.8596,19429572.07,2313.85,44.63,N/A,34.03,16.68,Ormsby,-6.41,9.28,v2,Survey_A,1648,2447,
LINE-2,186,2219.88,-328.08,11.23,-0.9713,10921815.41,3575.46,69.9,8213.97,88.1,16.42,Ormsby,8.78,15.94,v2,Survey_A,821145.2242044924,2004,18.26
LINE-2,187,2740.53,522.72,37.13,-0.0921,21710323.78,3729.07,77.47,2331.93,322.71,15.43,Klauder,2.53,,v1,Survey_C,1902,2396,10.38
LINE-2,188,3601.86,255339.61893868368,51.61,,12496359.75,4645.56,50.62,9617.3,17.59,,Ormsby,-3.49,1.21,v2,,965330.9102649301,2471,28.14
LINE-2,189,ERROR,-827.89,17.95,0.6564,6628715.96,N/A,79.57,,21.63,,Klauder,1.11,-11.88,v3,Survey_C,1287,1306088.709301359,18.27
LINE-2,190,2312.53,-36.51,4772.052333996857,0.7183,23072611.99,3500.08,51.74,8191.91,8.6,14.74,Ricker,8.39,-2.67,v2,Survey_C,1947,2917,N/A
LINE-2,191,1025381.3462099376,-403.8,33.6,0.8833,23419273.18,1454637.2380503465,80.02,6614.71,347.25,19.07,Ricker,1.25,2.22,v1,Survey_B,1900,,43.58
LINE-2,192,1559.69,514.27,43.89,0.8902,18614521.16,2467.65,41.78,586.21,335.45,22.95,Ormsby,5.78,8.5,v1,Survey_B,1814,2320,10.12
LINE-2,,N/A,ERROR,19.34,,20126346.09,2846.12,97.75,9830.5,347.57,6.49,Ormsby,-8.0,0.39,v2,Survey_C,1233,2932,18.55
LINE-2,194,2903.92,N/A,45.28,0.6679,18316847.57,4954.19,17.04,5935.15,95.07,8.4,Ricker,4.94,-16.65,v1,Survey_A,1979,2599,19.22
LINE-2,195,3001.51,-701.0,14.45,0.0178,17278578.72,NULL,80.94,7902.21,181.07,26.23,Klauder,6.87,11.87,v3,Survey_A,NULL,2938,
LINE-2,196,3321.21,56161.838753036944,58.87,0.4875,7979862313.087034,1715.37,65.64,7995.98,203.12,15.43,Ormsby,6.4,XYZ,v1,Survey_B,1742,2354,25.15
LINE-2,197,,940.14,28.34,0.0793,14949525.54,,39.2,5950.83,295.63,15.78,Ormsby,-118.41646825120739,-19.9,v1,Survey_B,1018,2950,13.47
LINE-2,198,3042.45,663.3,42.71,70.23996755268392,14773405.28,4004.64,5045.378186432118,8999.34,212.57,19.75,Ormsby,-4.01,-0.04,v1,Survey_B,1902,2842,14.86
LINE-2,199,3114.25,834.05,39.32,0.6404,8224816.7,4210.99,20.42,3093.97,,26.85,Ormsby,-7.49,,v2,Survey_B,1040,2590,17.29
,200,4439.51,N/A,22.2,,5994134.14,2755.47,45.2,6502.86,,3575.3248456234624,Ormsby,,-4.99,v1,Survey_B,1131,2693,29.27
LINE-2,201,4522.76,366.66,40.17,0.0142,12887358.53,2022728.9791771725,31.28,445.16,227.61,5.89,Ormsby,7.24,15.05,v1,Survey_B,1460,2810,25.89
LINE-2,202,3834.5,-940.8,58.46,-0.9692,23061162.82,1538.54,41.82,3772.68,162.53,16.1,Ormsby,0.96,-14.23,v2,Survey_C,1299,2750,26.45
LINE-2,203,3848.84,-663.28,XYZ,-0.4799,13243074.05,1524.98,62.89,2082.87,,27.87,Klauder,-1.84,-5.76,v2,Survey_C,1789,2275,29.43
LINE-2,204,2664.35,-725.68,34.02,-0.1277,16579222.84,3655.76,28.52,9195.88,,10.81,Klauder,-1.74,-14.61,v1,,1299,NULL,21.82
LINE-2,205,3557.47,-828.0,41.06,-0.2907,20665870.75,4323.73,34.14,5667.63,359.27,,Ormsby,6.77,-0.9,v2,Survey_A,1780,2074,17.03
LINE-2,206,3600.46,731.6,34.85,-0.3669,9880251.89,3560.48,16.47,7866.47,224.31,15.7,Ricker,,10.75,v2,Survey_C,1963,2588,16.07
LINE-2,207,XYZ,167.96,34.92,0.6512,XYZ,4725.02,81.3,172.42,67.23,,Klauder,5.44,-3.71,v3,Survey_A,723111.4906002036,2807,47.34
LINE-2,,ERROR,347.94,30.17,-0.4896,5014161.79,2992.77,N/A,2790.99,324.08,25.7,Ricker,-9.67,16.69,v3,,802472.1886561291,,10.38
LINE-2,209,,NULL,,-0.7557,13027848.4,3795.32,62.29,3703.09,179.03,11.26,Ricker,,-6.81,v1,Survey_C,1287,2718,44.29
LINE-2,210,1794.6,718.3,53.43,-0.6274,20341933.44,4832.1,,XYZ,123.03,2.53,Klauder,-6.66,-9.27,v1,Survey_C,1308,2182,43.99
LINE-2,211,4308.64,-603.65,41.05,-0.6251,6750165.24,1776.73,45.09,1684.74,33.32,14.91,Klauder,-5.94,16.35,v2,Survey_B,1652,2582,N/A
LINE-2,212,2341.24,324.77,44.81,,10364600.41,3779.45,22.07,8917.83,12.77,XYZ,Ormsby,0.86,-7.21,v3,Survey_C,1461,2799,19.51
,213,4953.98,-921.06,16.68,-0.9343,15885376.97,4783.12,11.87,9773.1,222.51,18.7,Klauder,7.83,-13.69,v3,Survey_C,1339,2683,49.37
LINE-2,214,4137.6,-618.97,20.9,0.0839,24435723.22,3405.0,68.3,1419.01,345.97,18.19,Klauder,-3.84,13.8,v2,Survey_A,1028,2987,
LINE-2,215,1046.64,ERROR,40.46,0.36,10903457.41,3787.52,XYZ,XYZ,24903.893373920615,23.0,Ricker,7.33,-2.31,v3,Survey_C,1520,2982,41.26
LINE-2,216,2358.89,-36.42,17.57,390.6661498563585,13591027.45,3050.59,75.87,5701.31,45.72,1.1,Ricker,,2444.4013635392175,v2,Survey_A,1497,2435,39.08
LINE-2,217,2676.51,385.74,13.07,-0.4677,12801325.66,3109.97,16.67,6512.71,4.35,NULL,Ricker,ERROR,-1.71,v3,Survey_B,1641,2031,NULL
LINE-2,218,1705.66,374.95,22.68,-0.3409,8922955.37,4741.34,N/A,,4.04,14.98,Klauder,-0.53,-1774.7403549881512,v1,Survey_A,1310,2216,29.61
LINE-2,219,2864.29,-932.83,,-0.0367,7378618.37,439391.5714348181,46.11,XYZ,260.39,23.0,Ricker,-8.94,-1.77,v3,Survey_C,1967,2589,33.77
,220,XYZ,,45.17,0.9619,7863443.98,222889.3178582446,13.76,6987.92,NULL,6.78,Ricker,8.26,16.29,v2,Survey_B,1886,2233,28.02
,ERROR,1096.74,812.73,24.52,,21586816.43,3330.08,97.12,4288.34,73.16,6.71,Klauder,9.69,-14.25,v2,,1595,2920,48.51
LINE-2,222,NULL,-455913.1047618766,49.12,-0.6313,18372337.4,4238.36,24.5,7461.03,,22.47,Ormsby,-1.46,13.75,v2,Survey_B,1068,,33.07
LINE-2,223,3571.1,37.51,36.11,-0.871,16045120.83,3191.1,31.02,342.99,7.65,9.09,Klauder,5.66,-1.37,,Survey_B,1630,,49.2
LINE-2,224,2408.55,-103.31,10.76,-0.5051,5040122.46,1988183.967433871,92.12,4064.57,102.57,28.61,Klauder,N/A,,,Survey_C,1367,2146,31.15
LINE-2,225,1723.93,237.95,29.89,-0.0894,13053684.97,1708.1,16.66,4402.45,,3.26,Klauder,6.1,16.1,v3,Survey_C,1949,2455,12.43
LINE-2,226,4441.97,356.47,57.35,-0.1252,24565643.48,3309.01,36.29,3152.48,73.83,18.72,Ricker,-6.91,13.27,v1,Survey_C,1165,2093,46.15
LINE-2,227,1657.49,-104.42,18.89,,11294205.06,3064.59,29.6,6348.03,42.21,24.68,Klauder,5.57,-14.17,v2,Survey_B,1872,2907,46.71
LINE-2,228,3114.35,-751.13,21.04,-0.0553,23366686.87,XYZ,68028.09082610953,9595.47,242.28,18.0,Ricker,1.42,-2.63,v2,,1007,XYZ,21.74
LINE-2,229,3189.42,58552.32162500887,16.32,-0.9398,15661195.61,4506.49,66.57,655.41,187.41,12.85,Klauder,4.9,-11.28,v1,Survey_B,1100,2085,34489.94243827869
LINE-2,230,2729.64,274.06,21.99,0.7585,11861457.96,4799.7,NULL,3042.44,314.9,5.34,Ormsby,1.01,-7.04,v2,Survey_B,1960,2147,16.83
LINE-2,,3504.13,-225.91,45.72,,21939473.12,,80.34,65054.65390058988,,2.13,Ricker,3.47,-17.07,v3,Survey_C,1522,2638,NULL
LINE-2,232,N/A,-561.51,53864.493359807835,N/A,5660250.32,1946.06,25.02,,160.78,22.38,Ormsby,4.9,12.58,v2,Survey_A,1821,2967,10.22
LINE-2,233,4772.87,-316.26,36.1,0.3284,18418914.34,2977.8,,2643.16,171.87,26.46,Klauder,-2.66,12.08,v1,Survey_A,1863,2831,44.21
LINE-2,234,4967.34,-180.63,29.94,XYZ,24844441.43,1551.29,53402.01357642147,553.02,48.59,6.16,Klauder,8.4,10.7,v3,Survey_B,1241,2363,13.15
,235,XYZ,565.6,59.68,31.100686954896744,5977530422.436741,,78.78,4896.91,274.9,26.58,Ricker,3.78,-9.89,v3,Survey_B,1923,2612,27.33
LINE-2,236,2244.42,897.07,15.56,-0.35,6282260.55,1302756.3555096237,68.71,6435.14,11.52,10.14,Ricker,-1.38,-0.42,v1,Survey_A,1223,2410,12.33
LINE-2,237,2882.5,-565.07,35.33,-0.2312,20937949.54,3511.7,23.71,7273.89,214.46,17.33,,-9.55,8.14,v2,Survey_B,1361,2697,32.77
LINE-2,238,,21.07,22.6,-0.1176,15012648.65,3272.4,74.97,9783.24,171.81,25.11,Ormsby,2.32,-17.67,v2,Survey_B,1679,2176,
LINE-2,ERROR,1907.96,999.15,16.74,0.2855,23195020.9,2100.23,57.35,7005.49,123.05,22.18,Klauder,-2.93,-14.5,v3,Survey_A,1323,2304,33.63
LINE-2,240,4364.83,-740.42,51.18,0.0858,17809717.75,,91.93,,320.43,23.26,Klauder,7.02,-1.71,v2,,789710.8689589928,2101,41.32
LINE-2,241,4754.43,-972.82,12.27,-0.1399,,,66.53,4102.42,74.83,13.5,Ormsby,-2.23,-10.74,v1,Survey_B,1139,2967,
LINE-2,242,3415.19,-944.53,47.69,-0.1531,6479818.31,2957.86,52.05,7667.14,315.28,6.91,Klauder,7.05,13.25,v3,Survey_C,1260,2716,49.49
,243,3069.83,115.89,23.64,-0.3232,6759076.35,4404.26,76.98,8263.65,257.91,23.79,Ormsby,-8.61,19.74,v2,Survey_B,1546,2444,31.39
LINE-2,244,3369.65,-95.63,12.67,-0.4063,5951610.58,3387.29,66.02,8691.51,18.83,0.06,Ormsby,-6.85,-9.61,v2,Survey_A,1177,2804,46.22
LINE-2,245,1283.79,-508.23,48.19,-0.1883,12528664.16,4001.41,25.16,,79.91,24.29,Ormsby,-5.38,,v3,Survey_C,1278,2542,11.43
LINE-2,246,XYZ,274.57,28.34,,14080001.94,,21.92,2667377.251475209,283.11,23.37,Klauder,4.1,-0.02,v1,Survey_A,1839,2653,21354.048835804773
LINE-2,N/A,2951.57,78.33,,-0.2588,11432735.54,4319.49,84.52,4237.48,342.85,6.81,Ricker,-8.46,-8.86,v1,Survey_A,1313,2652,12.25
LINE-2,248,4316.59,-600.04,,-0.0012,16097724.9,3387.73,XYZ,3136176.640726602,94.96,6.99,Ricker,8.49,-16.48,v2,Survey_C,1625,2565,18.71
LINE-2,249,1208.5,-999.17,25.84,-0.1358,12804374.04,3443.19,77.89,9211.24,3998.9116342909724,15.39,Ormsby,,10.35,v3,Survey_C,1602,2730,12.5
LINE-2,250,1225.14,-975.85,35.0,0.5027,19694016.74,2423.49,NULL,3670.67,120.01,2.21,Klauder,-2.34,4172.963736944632,v1,Survey_B,1805,2933,23.81
LINE-2,NULL,3752.65,770.25,42.45,0.6035,21363408.96,1851.15,13.0,5087.5,268.95,13.95,Ricker,-2.94,-12.91,,Survey_A,1972,2707,11.98
LINE-2,252,1443.21,253351.44744956764,45.54,-0.3306,23178177.08,1920.82,63.58,7587.27,309.24,14.09,Ricker,5.73,-14.57,,Survey_A,1530587.2431587395,2173,49.79
LINE-2,253,4889.54,-607.92,20.17,0.3088,20584064.79,2017.78,69.48,9174.08,86.6,N/A,Ormsby,1.66,-15.18,v3,Survey_C,1864,2331,19.76
LINE-2,,1843.34,169.82,12314.106253461727,449.7127346390671,16537672.95,2461.94,30.79,NULL,255.03,24.42,Klauder,-0.5,-2.18,v2,,1056,2046,
,255,4961.33,-497.67,,ERROR,6904304.97,N/A,66.72,9976.68,78.36,2.7,Ricker,-0.91,1.38,v2,Survey_A,1555,2741,20.25
LINE-2,256,2400343.7019961597,830.48,20.65,-0.1721,22699409.21,3398.03,81.79,5552.59,294.59,23.85,Ormsby,-3.86,11.83,v2,Survey_A,1107,2315,44.26
LINE-2,257,3929.82,657.36,34.01,0.6899,15479586.7,2122.65,N/A,N/A,296.32,21.24,,5.44,,v3,Survey_A,1811,2207,43.98
LINE-2,166186.97914402274,1566.23,429.19,38.84,0.7948,3912554156.1962595,1832.58,32.38,3385.35,57.97,24.24,Ricker,2.67,-1560.9616162725185,,Survey_C,1439,2579,42.75
LINE-2,259,3009.78,-201.89,28.99,-0.9316,17269002.77,2877.26,36.77,748.03,278.33,6.49,Ricker,-8.17,-10.11,v3,Survey_C,1116,2470,46.52
LINE-2,260,1045846.1267079752,9.1,59.72,-0.0897,13051131.57,,26.96,8691.75,331.03,24.47,Klauder,-5.44,-7.45,,Survey_C,1589,2604,32.12
LINE-2,261,1700.45,-281.66,48.74,0.8409,23090560.59,,54.34,7600.58,1.34,1.66,Ricker,454.0380950821775,-18.25,v2,Survey_C,1395,2022,27.0
LINE-2,XYZ,,283.0,28.67,0.3351,15421888.64,1549.27,14799.795556454797,8601.22,121066.49556448888,7.13,Ricker,5.81,-17.49,v1,Survey_B,1118,2040,36.79
LINE-2,263,4593.25,-207.56,49.71,0.8381,11738838700.374964,3619578.3031015494,39.49,504.64,128841.50814363836,25.16,Klauder,4.2,,v2,Survey_A,1377,2928,49.5
LINE-2,264,1943.14,284.85,21.44,0.9939,16144868.56,2686.66,52.3,5919.22,39.92,26.14,Ricker,-7.83,-5.71,v2,Survey_B,1989,2827,20.47
LINE-2,265,4697.01,-528.56,12.28,0.7919,5315820.43,4001.08,71.04,9318.36,212.99,29.77,Ricker,-0.76,-16.43,v1,,1369,2151,35.3
LINE-2,266,1394.09,-114.9,10.83,-0.4864,24605483.53,4693.35,43.63,4684.23,310.01,3.79,Ormsby,-2.15,-3.71,v3,Survey_B,1375,2844,41.61
LINE-2,267,4859.01,,28.05,0.18,20266604.81,3109.69,94.77,8525.2,343.58,17.02,Ormsby,-5.55,-2.93,v1,Survey_C,1782,2136,16.03
LINE-2,268,2654.04,-685.9,,-0.3863,13205785.57,2587.14,40.75,1382.15,190.21,3.74,Klauder,-2.91,3.61,v1,,1531,2821,19.95
LINE-2,269,4198.66,407.42,24.47,-39.97325497058567,7470755.78,3581.85,23.59,2098.44,213.92,15.62,Ormsby,0.24,8.86,v1,Survey_B,1231,2646,26.97
LINE-2,270,NULL,N/A,29.33,-0.3373,16904481.26,4097.6,37.21,N/A,228.21,27.6,Ricker,-8.77,,v1,Survey_A,1779,2564,23.36
LINE-2,ERROR,1550.94,124.89,39.71,-600.1100727355769,23754839.79,4147.3,48.1,8700.32,260.04,17.04,Klauder,9.78,8.37,v2,Survey_B,ERROR,2231,21.35
,272,1050.6,-797.44,26.27,,,2006.51,33.7,7161.04,171.81,3.59,Ricker,4340.701815586444,9.43,v3,Survey_B,1539,2131,45.59
LINE-2,273,N/A,498.1,16.16,-0.7866,12775547.01,4272.4,ERROR,2627.02,253.82,17.91,Ormsby,5.09,3.88,v3,Survey_C,1431,N/A,45.81
LINE-2,274,2299.93,826.97,44.45,-0.8442,6307020294.85095,4435.86,48.5,8543.22,61.18,27.56,,8.33,-18.81,v1,Survey_A,1233,2056,48.73
LINE-2,275,1018.73,-159.08,43.95,-0.3349,9937007.15,4946.54,70.57,1561.89,50.72,14.04,Ricker,-5.12,N/A,v1,Survey_B,1009,2976,41.96
LINE-2,276,1992.86,-321.21,31.15,0.0941,2065476369.057622,4594.48,XYZ,6792.08,61.49,24.96,Klauder,-0.23,-19.87,v1,Survey_B,1606,2792,13.85
LINE-2,ERROR,1744.99,-533.25,23284.08758480658,ERROR,18490303.7,2054.95,77.14,383.15,212.99,12.12,Ricker,-2.57,NULL,v3,Survey_C,,2823,48.4
LINE-2,278,2783.07,-831.18,30.23,0.5526,9321685.87,,63.49,9827.09,,24.69,Klauder,-0.31,1.84,v2,Survey_C,1357,2259,41.73
LINE-2,279,4343.15,-203.49,33.09,-0.7117,19256808.77,4568.05,51.51,7862.36,,3.09,Ricker,-307.4836353856023,-19.09,v3,Survey_B,1627,2959,30.67
LINE-2,280,2689.91,394.76,,-0.5985,13891579.69,4310.38,32.37,3392.36,303.23,N/A,Ricker,,-18.58,v1,Survey_B,,2335,32.27
LINE-2,281,2701093.8293825653,702.61,44.89,0.3294,21232783.21,3333.97,73.25,9162.69,183.65,85.33389945407414,Klauder,-9.4,9.96,v2,Survey_C,1454,2484,40.99
LINE-2,282,1988.23,-631.51,37.36,0.7092,11897836.55,4055.56,71.27,4567649.351477237,43.88,N/A,Ricker,5.87,1340.9805693792846,v2,Survey_C,1681,2555,30.73
LINE-2,283,3694.75,-740.1,17.56,,12066459.22,2268.37,79.3,151.87,220.81,9.17,Ormsby,5.53,11.64,v3,Survey_A,541764.9024003363,2819,N/A
LINE-2,,4233.37,-139.87,36.58,-0.936,11752989.01,3757.33,39.06,6556.64,12.57,7.54,,-3.18,-6.96,v3,Survey_A,1797,2442,34.93
LINE-2,285,1197.73,356.68,43.79,,7315715.31,3127.14,90.0,,NULL,6.54,Klauder,-7.13,-10.57,v1,Survey_A,1872,2707,14.44
LINE-2,286,4861.78,-813.32,58.74,0.5947,17341298.67,4264.81,41.58,,337.38,14.62,Klauder,-8.47,-15.17,v1,Survey_B,1420,1125188.6822668815,20.01
LINE-2,287,4966.58,974.06,53.88,-0.6125,12251820.51,3044.64,89.96,2100.77,82.16,1.73,Ricker,5.26,1140.5324874203693,v3,Survey_A,1217,2489,37.52
LINE-2,288,ERROR,-122.81,39.68,-0.0604,12640594.15,N/A,75.11,2996.99,203.84,17.66,Klauder,-0.33,14.03,v2,Survey_C,1436,2793,
LINE-2,289,2924.98,XYZ,,0.475,14492868.37,2762.02,25.76,2374.9,338.08,3.44,Klauder,3.21,6.89,v2,Survey_B,1645,2977,14603.247297324855
LINE-2,290,N/A,ERROR,29.71,-0.3644,6321224.27,,48.55,3955466.8019529986,278.88,4.73,Klauder,-5.37,6.05,v2,Survey_A,1450,2429,42.14
LINE-2,291,3227.9,26.11,41.25,0.7172,18110783.43,2377.61,47716.7638421788,4350.57,184.45,19.13,Ormsby,-3.85,19.4,v2,Survey_C,1352,,12781.859284956352
LINE-2,,1388.52,-216.41,13.21,0.4381,15530495.84,2395.21,64.68,2759.34,127.59,2.68,Klauder,-1.41,-5.68,v2,Survey_C,1116,2824,44.37
LINE-2,293,1171.92,,50.02,0.2301,17614069.6,1930.07,82.59,3739.1,198.94,,Ormsby,1.94,-19.8,v1,Survey_C,414279.2162168693,2747,48.67
LINE-2,294,4716.42,337.28,38.86,0.1909,14561302.39,1561154.5297352236,28.95,ERROR,,19.53,Ricker,-4.79,16.94,v1,Survey_B,1159849.170474252,2277945.765342471,43.67
LINE-2,295,N/A,-681.81,42.59,-0.2406,8053024.05,4355.85,76.59,3749.37,3.76,,Ormsby,,18.92,v2,Survey_B,1607,1088582.3766119198,10.81
LINE-2,N/A,4101.37,-449.88,15.53,-0.2265,24388980.43,4510.88,70.29,NULL,255.46,23.66,Ormsby,XYZ,9.69,v3,Survey_B,1380,2641,
LINE-2,297,ERROR,-952.72,53.74,0.9973,16861613.79,2340.16,29.32,4215.6,137.31,5.09,Ormsby,-9.59,1.31,v1,Survey_A,1971,,30.41
LINE-2,298,3127.34,478.77,53.25,-0.8413,16627622.25,562085.4518903105,42.53,2641.08,ERROR,12.6,Ormsby,2951.0473065503325,-17.49,v2,Survey_A,1929,2853,40.75
