well_id,date,measured_depth_m,mud_weight_ppg,rop_m_per_hr,borehole_diameter_in,fluid_loss_rate_ml_per_min,pump_pressure_psi,bit_type,operator_name,rig_id,drilling_fluid_type,wellhead_pressure_psi,formation_pressure_psi,wob_kN,rpm,torque_ft_lbs,standpipe_pressure_psi,direction_azimuth_deg,inclination_deg
WELL-1000,2011-12-24,5425,11.9,16.73,12.21,29.15,4058.76,Roller Cone,Weatherford,RIG-5,WBM,2786.36,5134.85,,113.85,5901.81,3839.75,118.58,3.96
WELL-1000,2011-12-25,5425,11.03,9.72,9.24,45.83,1981.07,Roller Cone,Baker Hughes,RIG-5,SOBM,1447622.564956742,3289.8,144.36,,179.26,4640.74,337.34,67.91
WELL-1000,2011-12-26,5425,714.4568871855075,6.06,NULL,4.19,4781.09,Roller Cone,Schlumberger,RIG-4,SOBM,1058.97,2798.73,157.26,80.78,7403.84,1760.79,135.15,57.82
WELL-1000,2011-12-27,N/A,10.01,25.42,9.49,2.59,N/A,,Baker Hughes,RIG-5,SOBM,N/A,4943.71,108.65,,370.37,2116.15,34.87,34.47
WELL-1000,2011-12-28,5425,9.03,16.27,9.84,29.12,,PDC,Nabors,RIG-2,WBM,1751.39,1440979.698461468,82.4,189.03,5365.21,4150.0,351.29,4789.725594413701
WELL-1000,2011-12-29,5425,10.44,7.38,10.62,36.08,1651.19,PDC,Nabors,,SOBM,2591.44,2408.4,52.59,144.69,6891.65,3018.61,98.55,43.63
WELL-1000,2011-12-30,5425,10.12,17.1,10.19,22.0,3216.46,Roller Cone,Halliburton,RIG-4,WBM,1704.68,5176.78,154.76,96.67,9295.9,784.13,240.31,6829.724410555779
WELL-1000,2011-12-31,5425,10.42,ERROR,9.93,14.83,2397.61,PDC,Schlumberger,RIG-5,SOBM,2211.46,N/A,44.7,179.48,4858.45,3580.4,318.43,65.59
WELL-1000,2012-01-01,5425,NULL,19.81,9.39,29.8,2383.27,PDC,Halliburton,RIG-2,OBM,2477.87,4262.41,155.98,124.76,,4945.02,296.12,76.02
WELL-1000,2012-01-02,5425,11.0,5.17,9.08,31.21,1970.25,PDC,Schlumberger,RIG-5,SOBM,2497.24,5270.95,135.17,76.0,,N/A,77.76,65.27
WELL-1000,2012-01-03,5425,8.73,21.86,10.95,22.26,4383.25,PDC,Halliburton,RIG-4,OBM,2033.73,3405.41,143.62,XYZ,6881.32,799.37,13.29,30.54
WELL-1000,2012-01-04,5425,2050.6707011164376,26.51,1907.6018032498,16.82,988438.1329879882,PDC,Nabors,RIG-5,OBM,1473.55,5844.73,70.08,77.57,N/A,N/A,237.42,82.46
WELL-1000,2012-01-05,5425,8.71,27.9,,4.27,2516.2,PDC,Schlumberger,RIG-1,WBM,2637.5,5378.41,ERROR,90.81,6997.67,2068.08,130.45,4237.531815197599
WELL-1000,2012-01-06,5425,9.8,6.68,11.59,49.53,984.48,Roller Cone,Nabors,RIG-4,WBM,2367.44,4635.15,13390.362402018342,171.9,2782.67,,75.52,
WELL-1000,2012-01-07,5425,11.24,14.0,7337.648011361121,21.1,2201.63,PDC,Baker Hughes,RIG-5,SOBM,2735.22,4887.35,145.79,141.26,4757.17,4608.14,291.29,
WELL-1000,2012-01-08,5425,11.37,19.12,10.63,43.98,2291.84,Diamond Impregnated,Weatherford,RIG-3,WBM,1510.75,,35.0,171.49,3672.94,1276.35,241.33,89.08
WELL-1000,2012-01-09,5425,N/A,22.33,10.92,28.08,XYZ,,,RIG-5,OBM,,3386.87,37.9,69.36,9135.39,2487.96,208.16,37.74
WELL-1000,2012-01-10,5425,5812.869276108144,8.22,,37.75,984.5,Roller Cone,Nabors,RIG-3,,2388.05,NULL,ERROR,56.55,9795.87,1449.78,252.85,68.72
WELL-1000,2012-01-11,5425,10.05,28.7,5018.085911236649,1.42,3474.43,,Weatherford,RIG-5,OBM,2543.96,3123.19,174.24,132.84,1633.71,ERROR,143.34,44.3
WELL-1000,2012-01-12,5425,10.98,16.72,9.33,22.56,852.87,Diamond Impregnated,Halliburton,RIG-3,OBM,,3342.13,90.13,157.66,8415.18,89795.87603063941,116.66,24.9
WELL-1000,2012-01-13,5425,8.97,9.31,XYZ,46.48,4652.34,PDC,Halliburton,RIG-3,OBM,2519.74,2276.61,95.63,12656.46855657697,8429.98,3240.37,57.58,21.46
WELL-1000,2012-01-14,5425,10.83,19.84,9.62,,1341.39,Diamond Impregnated,Halliburton,RIG-1,SOBM,1800.45,4172.88,108.29,XYZ,6755.49,4022.35,357.07,47.15
WELL-1000,2012-01-15,5425,10.4,8.56,,ERROR,4706.26,Diamond Impregnated,Nabors,RIG-2,SOBM,2759.08,3205.93,N/A,68.34,9314.48,4085.84,256.74,69.96
WELL-1000,2012-01-16,5425,10.9,5.8,10.19,43.15,4477.77,Roller Cone,Baker Hughes,RIG-5,WBM,2278.32,4756.95,50.58,181.1,4830.54,2895.49,195.22,7.68
WELL-1000,2012-01-17,5425,9.81,7.23,9.9,11.95,2475388.0117449793,Diamond Impregnated,Schlumberger,RIG-5,SOBM,1902.71,2587.68,171.82,139.59,2867.74,2175.05,35.95,29120.212092174683
WELL-1000,2012-01-18,5425,10.04,23.32,10.08,11.25,NULL,Roller Cone,Halliburton,RIG-3,OBM,2950.2,5096.45,124.82,ERROR,2688.61,2598.52,181.81,63.51
WELL-1000,2012-01-19,4992648.526455211,10.9,24.67,10.66,NULL,2808.27,PDC,Halliburton,RIG-1,SOBM,1813.32,5244.68,187.42,98.01,7128.22,4817.92,,22.3
WELL-1000,2012-01-20,5425,9.12,15.23,10.91,38.05,1672.09,PDC,Nabors,RIG-3,SOBM,2917.93,2811.74,146.62,166.02,9811.88,1708.97,79.54,9.19
WELL-1000,2012-01-21,5425,11.27,22.4,11.99,11.37,3350.03,Diamond Impregnated,Schlumberger,RIG-2,OBM,XYZ,N/A,49.71,184.87,5709.26,NULL,,
WELL-1000,2012-01-22,5425,8.71,26.91,,17.51,1684.22,Roller Cone,Nabors,RIG-1,WBM,,5192.21,100.91,91.19,208.34,1533.87,175.51,75.14
WELL-1000,2012-01-23,5425,9.91,7.69,9.25,41.31,,PDC,Weatherford,RIG-4,SOBM,1139.56,4759.68,15.74,NULL,1003.68,2016.53,131.82,13.88
WELL-1000,2012-01-24,5425,11.69,16.82,9.31,43.66,1949.82,PDC,Weatherford,RIG-5,SOBM,1515.65,4977.18,123.96,181.14,7821.67,2281.87,169.51,22.38
WELL-1000,2012-01-25,5425,11.34,5.49,9.51,41.07,3453.82,,Weatherford,RIG-1,WBM,590104.8934383751,3243.98,11.31,123.83,7483.87,2659.55,234.8,
WELL-1000,2012-01-26,,9.0,23.96,11.42,22.99,1727.66,Roller Cone,Nabors,RIG-3,WBM,1403.93,2003.27,104.69,89.0,639.98,2032.65,179.51,75.95
WELL-1000,2012-01-27,5425,11.92,14.54,ERROR,35.15,3567.21,Diamond Impregnated,Baker Hughes,RIG-4,WBM,2305.65,3887.58,18.14,XYZ,4441.17,979.77,67178.69825973711,52.35
WELL-1000,2012-01-28,5425,11.6,,9.54,23.83,3206.69,Diamond Impregnated,Schlumberger,RIG-5,OBM,2673.76,3899.29,149.37,,4048.53,2988.82,195.23,29.96
WELL-1000,2012-01-29,5425,9.61,29.24,11.99,33.7,2257.01,PDC,Schlumberger,RIG-4,OBM,2468.2,3581.56,NULL,112.94,373.72,4703.57,32.09,83.49
WELL-1000,2012-01-30,5425,11.91,12.61,8.69,49.15,XYZ,PDC,Halliburton,RIG-1,WBM,2376.84,5136.76,187.92,120.88,3830.45,3386.32,210.06,49.06
WELL-1000,2012-01-31,5425,10.77,21.41,10.45,6.75,3509.93,Diamond Impregnated,Nabors,RIG-1,OBM,1324.58,3712.28,105.04,165.08,2181.27,1071.3,314.01,15.51
WELL-1000,2012-02-01,5425,10.85,26.28,8.87,19.28,3873.67,Roller Cone,Weatherford,RIG-4,SOBM,2913.57,1801340.244460729,29.45,64.62,7747.07,3409.55,,57.79
WELL-1000,2012-02-02,5425,10.75,6.52,9.72,14547.800480722102,2210.11,Diamond Impregnated,Nabors,RIG-3,SOBM,2667.57,4791.43,85.13,69.48,881.28,4955.9,67180.36524296983,88.95
WELL-1000,2012-02-03,5425,11.48,24.05,9.56,27.6,2749.55,Diamond Impregnated,Weatherford,RIG-4,WBM,2039.32,2817.44,38.07,173.17,5467.7,2004.76,183.29,57.27
WELL-1000,2012-02-04,XYZ,11.55,6.4,11.04,40.43,2126.46,Roller Cone,Baker Hughes,RIG-2,SOBM,1165.04,5208.3,89.13,123378.66528981857,3554.26,565.49,218.55,47.47
WELL-1000,2012-02-05,5425,11.82,N/A,8.97,23.28,2537.82,Diamond Impregnated,Schlumberger,RIG-1,SOBM,1981.56,2019.47,143.5,143.29,6061.78,4271.02,187.14,35.43
WELL-1000,2012-02-06,5425,11.85,5.37,9.3,,2764.5,Diamond Impregnated,Nabors,RIG-2,SOBM,1148.34,2145.96,197.58,102.4,,4939.77,,
WELL-1000,2012-02-07,5425,9.37,8.59,8.51,12.13,1488.27,Roller Cone,Schlumberger,RIG-2,SOBM,2255.32,3018.06,66.08,133.93,NULL,1227.61,316.41,1.84
WELL-1000,2012-02-08,2040347.2947539294,,19.3,10.03,1.85,1253.47,PDC,Baker Hughes,RIG-4,SOBM,1614.1,4451.57,188.85,66.49,211.89,1879.24,164.11,85.54
WELL-1000,2012-02-09,5425,11.14,12.22,10.72,40.63,2113.02,Roller Cone,Schlumberger,RIG-5,OBM,1550.2,3270.06,27.91,64.07,8811.34,602.37,160656.7845328498,82.38
WELL-1000,2012-02-10,5425,XYZ,20386.305351407827,9.93,28.12,2791.78,Diamond Impregnated,Halliburton,RIG-5,OBM,1477.93,4629.71,109.85,132.04,4184.67,4903.44,232386.73817130344,15.98
WELL-1000,2012-02-11,5425,7723.656640072337,12.06,10.77,41.57,2577.8,Roller Cone,Baker Hughes,RIG-1,WBM,1233.27,2366.97,NULL,83.69,,4350.48,265.11,33.74
WELL-1000,2012-02-12,5425,10.73,15773.58961913786,10.66,14.06,4139.66,PDC,Schlumberger,RIG-5,,2635.71,3469.08,85.78,144.29,,1102883.0251539173,23302.561127141395,8.93
WELL-1000,2012-02-13,5425,10.43,7.97,11.13,17.71,1077.55,PDC,Weatherford,RIG-2,OBM,1254.67,4698.95,5503.34313020779,185.23,8444.29,2642.07,72.75,85.39
WELL-1000,2012-02-14,5425,10.62,18.74,9.6,21.68,1389.24,Diamond Impregnated,Nabors,RIG-3,OBM,1703.98,2649.91,199.32,196.37,5756.09,2183.39,333.78,
WELL-1000,2012-02-15,974039.576837112,XYZ,7.45,10.38,23.37,3540.7,PDC,Halliburton,RIG-5,OBM,2589.85,4456.08,,153.21,N/A,4875.08,265.62,44.47
WELL-1000,2012-02-16,5425,9.12,22.73,,10.74,3136.76,PDC,Nabors,RIG-1,OBM,1321.86,5249.79,78.08,85.92,2861.98,4726.0,268.27,79.22
WELL-1000,2012-02-17,5425,10.59,18.32,11.66,14.25,3134.59,Diamond Impregnated,Schlumberger,RIG-2,OBM,2907.67,3145.92,98133.49205145326,XYZ,5352.87,1543.52,70661.56652060947,66.01
WELL-1000,2012-02-18,5425,8.77,19.12,8.95,751.8164218979337,4014.63,Roller Cone,Weatherford,RIG-3,SOBM,2545.39,2655.36,71.64,82.05,6402.45,1105.73,262.47,81.96
WELL-1000,2012-02-19,5425,10.95,,9.45,38.09,4649.89,PDC,Halliburton,RIG-2,SOBM,2008.09,5803.82,60858.505094381166,75.24,,4429.84,170.71,43.15
WELL-1000,2012-02-20,5425,8.91,27.84,11.19,30.7,2846.88,PDC,Nabors,RIG-4,OBM,2187.97,5639.82,54.79,97.31,5014.43,1488.12,46.33,21.01
WELL-1000,2012-02-21,,8.69,27.56,9.35,20.92,1952.73,PDC,Nabors,RIG-5,OBM,1570.71,,3969.277935611663,132.58,732.9,2317.19,121.61,ERROR
WELL-1000,2012-02-22,2326077.5069524734,8.55,8.54,11.95,14.32,643.4,Roller Cone,Baker Hughes,RIG-2,OBM,ERROR,3804.43,61734.34596812845,71.95,,1910.8,39.38,85.11
WELL-1000,2012-02-23,5425,ERROR,14.92,,6.22,986.62,Diamond Impregnated,Baker Hughes,RIG-5,OBM,1075.3,,159.45,149.56,5100.22,553.4,258.07,6.61
WELL-1000,2012-02-24,5425,11.09,29.09,11.02,3.95,1433.25,PDC,,RIG-5,SOBM,1351430.1556715,5662.4,73.7,186.85,9508.27,1390.05,,35.04
WELL-1000,2012-02-25,5425,10.65,11.28,12.04,29.63,2087.43,Diamond Impregnated,Halliburton,RIG-4,SOBM,2501.51,2523.67,26.84,75.69,8275.86,1527.57,215.97,22.04
WELL-1000,2012-02-26,5425,XYZ,ERROR,9.65,26.13,4248.36,Diamond Impregnated,Halliburton,RIG-2,OBM,1765.84,5870.26,49.25,85.53,3537.66,3738.81,88.41,66.02
WELL-1000,2012-02-27,,10.63,17.29,9.29,5.29,3302.21,Diamond Impregnated,Baker Hughes,RIG-3,SOBM,2395.91,XYZ,13.94,XYZ,2124.65,3475.0,314.53,6.25
WELL-1000,2012-02-28,,10.22,ERROR,9.08,17.09,4296.44,Roller Cone,Weatherford,RIG-1,WBM,2994.7,4937.76,,86.9,1192.88,4022.79,NULL,XYZ
WELL-1000,2012-02-29,5425,9.34,13.83,10.37,37.0,N/A,Diamond Impregnated,Weatherford,RIG-1,SOBM,118493.85192764658,2354.99,141.28,126.71,,1600.38,191.46,71.66
WELL-1000,2012-03-01,5425,8.69,,11.2,22.43,3831.56,Roller Cone,Schlumberger,RIG-4,OBM,2051.95,2605.73,,,2861.16,1964074.5308278075,12.98,20.99
WELL-1000,2012-03-02,5425,9.33,5.02,10.72,1.92,2942.52,Roller Cone,,RIG-3,SOBM,1520.66,2767.6,142.87,59.43,6559.13,ERROR,160.19,26.46
WELL-1000,2012-03-03,5425,10.9,19.16,11.26,40.01,ERROR,PDC,Weatherford,RIG-2,WBM,1238.64,2627.07,NULL,98.58,3172.65,882.41,158.41,59.31
WELL-1000,2012-03-04,5425,10.01,ERROR,9.06,,2017.74,Roller Cone,,RIG-5,WBM,1062.21,4137.09,174.61,102.31,1534.36,4713.48,245.1,82.39
WELL-1000,2012-03-05,5425,10.64,3244.9946598996844,11.03,2526.790773928797,4740.78,PDC,Nabors,RIG-3,OBM,NULL,2387.95,170.22,173.53,8726.78,4851.98,176.12,80.62
WELL-1000,2012-03-06,5425,9.41,21317.836006654114,9.6,2.14,3151.96,Roller Cone,Nabors,,SOBM,2698.68,5856.86,198.82,171.81,5490.94,617.59,267.95,70.65
WELL-1000,2012-03-07,5425,10.62,20.05,9.09,41325.1837470578,883.73,,Halliburton,RIG-3,OBM,1885.8,5125.26,125.6,NULL,3479.17,1866.74,245.45,7522.710281711898
WELL-1000,2012-03-08,5425,2900.9467859111915,14.05,10.33,3.89,2344.16,Diamond Impregnated,Weatherford,RIG-3,SOBM,2547.27,3847.0,145.45,53.69,195.11,4030.93,42.22,5.29
WELL-1000,2012-03-09,5425,11.98,9.91,9.72,28.2,N/A,Roller Cone,Halliburton,RIG-1,SOBM,1002.74,3495.37,158.29,86.73,N/A,2795.18,202487.75107181826,47.67
WELL-1000,2012-03-10,5425,8.65,10.42,6860.0173161438615,43.85,1903.87,PDC,Baker Hughes,RIG-1,WBM,1990.29,3203.24,92.94,118.22,7692.58,1838.5,38.93,15.16
WELL-1000,2012-03-11,5425,9.96,22.15,NULL,44.55,2199.07,PDC,Halliburton,,OBM,1307.59,3075.82,197.09,151.55,9456.21,4022.95,214.71,63.48
WELL-1000,2012-03-12,5425,11.89,XYZ,9.44,XYZ,3113.73,Roller Cone,Halliburton,RIG-3,OBM,1277.03,3477.77,142.65,NULL,1431.13,4065.91,315.7,17.73
WELL-1000,2012-03-13,NULL,11.6,10.42,10.85,13892.775203969433,3700.21,PDC,Schlumberger,RIG-5,SOBM,2932.83,3751.78,68908.87556101833,155.33,9092.72,894.97,256.47,40.61
WELL-1000,2012-03-14,5425,6681.444490319443,12.12,11.67,35.18,4928.55,Diamond Impregnated,Halliburton,RIG-4,OBM,1988.51,2015.19,,55.57,5219.61,3066.96,277.42,66.04
WELL-1000,2012-03-15,5425,10.49,25.81,NULL,14.22,2978.88,Diamond Impregnated,Halliburton,RIG-2,WBM,1586.1,4259.06,150.86,112.75,7796.14,52347.0854216555,164.99,89.24
WELL-1000,2012-03-16,5425,10.42,5.46,9.71,31.65,574.89,Diamond Impregnated,Halliburton,RIG-2,SOBM,2490.88,3135.9,171.81,55.04,7173.96,3234.44,ERROR,18.28
WELL-1000,2012-03-17,5425,9.26,11.01,10.11,25.86,2096.04,PDC,Nabors,RIG-2,WBM,2523.79,5140.39,153.19,133.0,943.53,2425.24,,7.8
WELL-1000,2012-03-18,5425,9.81,17.06,10.0,36.67,1719.61,Diamond Impregnated,Weatherford,RIG-4,SOBM,2578.1,2036.76,161.31,123.45,6686.94,485655.8935979828,108.42,67.65
WELL-1000,2012-03-19,3313967.2679779874,9.98,18.24,,8.92,3552.27,PDC,Baker Hughes,RIG-4,SOBM,2405.79,5777.17,70.64,95.0,8869.44,4887.49,XYZ,7.66
WELL-1000,2012-03-20,5425,10.08,17.56,10.82,26.21,631.64,Roller Cone,Schlumberger,RIG-4,,1512.44,5185.85,91051.72755922182,102.51,5064.01,3681.27,265.81,53.22
WELL-1000,2012-03-21,,11.57,29.86,11.35,28.67,3224.85,Diamond Impregnated,Nabors,RIG-1,WBM,1305.64,2624.01,87.97,114.8,261.8,2034.39,XYZ,57.61
WELL-1000,2012-03-22,5425,9.23,19.49,8.92,11.83,3569.84,Diamond Impregnated,Weatherford,RIG-1,OBM,2967.98,5329.02,148.79,83.45,2872.79,544.49,164.12,30.87
WELL-1000,2012-03-23,5425,ERROR,N/A,12.05,45.56,3627.14,Diamond Impregnated,Halliburton,RIG-4,WBM,2816.69,XYZ,151.61,155.26,9989.15,2025.81,82.22,44.52
WELL-1000,2012-03-24,5425,8.58,26.19,9.65,0.11,4662.09,,Baker Hughes,RIG-4,WBM,1491.26,2476.93,142.15,129.34,3617.87,4397.1,,88.04
WELL-1000,2012-03-25,5425,11.75,24.31,8.9,48.53,2585.95,Diamond Impregnated,Baker Hughes,RIG-4,OBM,2681.63,4406.53,12.15,XYZ,6946.68,NULL,265.68,34.1
WELL-1000,2012-03-26,5425,,22.65,9.58,44.54,4523.6,,Halliburton,RIG-2,SOBM,1401.19,5102.74,32.25,54.96,1479.36,,274.67,24.4
WELL-1000,2012-03-27,5425,11.83,10.91,9.14,N/A,,Roller Cone,Schlumberger,,SOBM,1867.13,4928.95,79.81,NULL,5073.76,2535.76,260.79,46576.421041715286
WELL-1000,2012-03-28,5425,8.69,16.6,10.72,,4507.01,Roller Cone,Baker Hughes,RIG-3,SOBM,2771.32,3242.26,80.93,73.38,9746.04,1774.61,ERROR,17.43
WELL-1000,2012-03-29,5425,11.88,13.9,8.9,46.75,659.96,Roller Cone,Baker Hughes,RIG-5,SOBM,2553.12,5604.75,84.8,52.61,7953.73,2049.31,56.49,42.01
WELL-1000,2012-03-30,5425,9.23,13.77,,48.78,1325.85,Diamond Impregnated,Baker Hughes,RIG-5,WBM,1308.59,3108.93,XYZ,170.44,3292.07,2998.61,68.65,
WELL-1000,2012-03-31,5425,10.83,7.3,9.0,,3745.3,Roller Cone,Schlumberger,RIG-3,OBM,1260.36,5402.86,63.15,124.15,2515.6,3255876.239855271,179.14,22.74
WELL-1000,2012-04-01,1230804.8301072023,11.89,11.06,N/A,24.87,2170.93,Diamond Impregnated,Nabors,RIG-3,WBM,1244.66,3242.88,43.52,152.14,,3536.4,,
WELL-1000,2012-04-02,5425,NULL,26.1,9.33,XYZ,3146.68,Roller Cone,Baker Hughes,RIG-3,,1109.89,2486.41,156.72,ERROR,6681.78,3456.14,119.5,50.4
WELL-1000,2012-04-03,5425,11.16,17.79,11.79,27.11,3993.57,Roller Cone,Baker Hughes,RIG-5,,2833.53,XYZ,78.63,66.12,8748.98,1699.02,99.78,64.98
WELL-1000,2012-04-04,5425,11.08,16.3,9.31,24.85,2767.52,Diamond Impregnated,Halliburton,RIG-3,OBM,1991.45,5993.15,58.05,94.19,272797.6255968929,3097.64,124.92,63.49
WELL-1000,2012-04-05,5425,7778.921647643635,8.94,10.01,8.36,2094.83,PDC,Weatherford,RIG-5,WBM,1090.56,2434.55,101.09,78.91,8035.23,414258.50492364605,349.69,53.73
WELL-1000,2012-04-06,5425,11.63,XYZ,11.3,,,Roller Cone,Weatherford,RIG-1,,1786.34,3568.02,98.56,169.81,557.98,678.64,175.43,30.45
WELL-1000,2012-04-07,5425,,27.06,10.01,32.23,3285.25,Roller Cone,Baker Hughes,RIG-4,WBM,2793.05,2513.81,157.96,155.72,2122.74,1807.97,289.0,41.22
WELL-1000,2012-04-08,5425,10.38,17.52,9.67,1.55,2474.07,Roller Cone,Weatherford,RIG-1,,2720.0,5483.06,78.19,185.35,8151.84,4390.41,336.58,11.49
WELL-1000,2012-04-09,5425,9.08,5.1,9.36,4.17,1096.91,Roller Cone,Schlumberger,RIG-1,OBM,2581.08,3212.58,21.49,106.59,3381.85,2680.26,98437.32925088011,48.91
WELL-1000,2012-04-10,5425,11.45,29.86,9.54,49.84,N/A,,Schlumberger,RIG-2,,2659.98,2781.58,,123.17,1120.51,891.24,318.53,88.58
WELL-1000,2012-04-11,N/A,10.25,21.43,11.57,30.09,3326.96,,Nabors,RIG-5,OBM,1571.72,5448.05,180.45,177.38,8719.47,2667.35,328.44,NULL
WELL-1000,2012-04-12,,6240.772133209702,19.37,NULL,29.07,,Diamond Impregnated,Schlumberger,RIG-3,OBM,371343.0340674337,3265.44,186.75,,2139.8,4915.47,327.14,7.55
WELL-1000,2012-04-13,5425,11.72,7.31,9.18,37.06,4676.52,PDC,Halliburton,RIG-4,OBM,2700.82,3940.18,99.02,82.67,9319.55,2484.85,322.78,73.71
WELL-1000,2012-04-14,5425,2527.9111148766615,21.36,12.24,39.64,565.15,PDC,Halliburton,RIG-4,OBM,2871.41,5054.22,141.74,80.37,2929.06,,297.52,55.0
WELL-1000,2012-04-15,5425,9.63,25.66,11.57,13.32,ERROR,PDC,Schlumberger,RIG-5,WBM,2192.11,5833.28,169.03,99.05,2820.2,773.43,349.93,19.03
WELL-1000,2012-04-16,5425,N/A,14.51,9.88,N/A,3005.86,Diamond Impregnated,Baker Hughes,RIG-3,WBM,1320.38,4876.89,107.35,128.99,4720.61,2355.8,357.85,23.94
WELL-1000,2012-04-17,5425,11.95,6.83,11.44,22.57,N/A,Roller Cone,Halliburton,RIG-3,OBM,NULL,2395.04,129.02,147.34,8015.63,1019.48,105.78,74.78
WELL-1000,2012-04-18,5425,8.76,17.94,9.24,4.43,2864.8,Roller Cone,Weatherford,RIG-1,WBM,1354.34,5988.76,195.89,81.3,2859.4,2453.13,123.47,74.67
WELL-1000,2012-04-19,5425,9.72,7.1,9.67,27.53,3652.48,PDC,Schlumberger,RIG-2,OBM,1512.05,2952.38,92.74,101.08,5905.44,575.43,246.54,64.81
WELL-1000,2012-04-20,5425,9.56,15.42,9.95,,2017.69,,Schlumberger,,OBM,1442.12,,188.44,79.33,1255.06,4004.37,197.05,39.2
WELL-1000,2012-04-21,5425,10.22,10.21,10.54,19.14,2124.25,,,RIG-1,OBM,NULL,5459.12,95.07,61.1,566.37,3145737.438172185,159.2,47.04
WELL-1000,2012-04-22,5425,9.16,12.77,9.66,38.41,2605.69,Diamond Impregnated,Nabors,RIG-1,SOBM,2257.18,5202.82,164.32,168.41,5199.59,2406.92,,62585.48791695265
WELL-1000,2012-04-23,NULL,10.79,XYZ,6919.915527978282,16.85,540.93,Diamond Impregnated,Baker Hughes,RIG-1,SOBM,1006250.649237431,4659.13,21.79,118.58,996.73,1341.47,161.46,N/A
WELL-1000,2012-04-24,5425,NULL,18.37,10.55,43.68,4362.43,PDC,Baker Hughes,RIG-4,OBM,2988.79,4867.46,92.77,199.73,5046.43,2662459.9167498606,42.46,63.07
WELL-1000,2012-04-25,1848901.2207403434,,16.01,9.33,7.0,1221.24,,Nabors,RIG-2,OBM,2326.89,3072.29,51.84,193.46,5006.85,1381.79,242.5,34.63
WELL-1000,2012-04-26,5425,8.75,24.62,10.77,44.1,4678.93,PDC,Weatherford,,WBM,1621.11,3949.44,43.94,120.47,6353.61,2821.97,324.0,85.36
WELL-1000,2012-04-27,5425,11.87,9.59,N/A,12.66,1431.82,PDC,,RIG-2,OBM,2590.98,3584.68,194.26,92.67,7234.87,4294.85,N/A,65.0
WELL-1000,2012-04-28,5425,XYZ,XYZ,,20.9,NULL,PDC,Halliburton,RIG-1,WBM,1648.62,197821.99241941818,119.83,70.69,5295.03,912.4,XYZ,45.91
WELL-1000,2012-04-29,5425,9.4,26.72,11.6,14.15,4360.99,Roller Cone,Baker Hughes,RIG-4,SOBM,,4200.13,140.67,161.72,9101.36,4533.31,241.3,70.09
WELL-1000,2012-04-30,5425,9.83,15.29,,27.57,1802.53,PDC,Schlumberger,RIG-4,OBM,2579.68,4093.74,36479.32941108329,95.86,2027679.575323554,1139.59,67.06,5.5
WELL-1000,2012-05-01,,10.83,21.52,11.36,23.53,1013.27,Roller Cone,Halliburton,RIG-1,OBM,2346.17,3272.63,41.93,191.22,1494.45,1430.45,127.27,75.26
WELL-1000,2012-05-02,5425,3097.29740774648,22.94,9.16,1.73,3199.54,Roller Cone,Halliburton,RIG-1,WBM,2125.14,2393.88,190.33,129.43,7231.1,,318.96,56.74
WELL-1000,2012-05-03,5425,9.75,14.23,12.0,40.67,881.03,PDC,Nabors,RIG-4,WBM,1962.47,2839649.254678133,54.36,162.64,1560.7,1546.6,37.29,12.04
WELL-1000,2012-05-04,5425,11.69,7.21,11.18,16.34,,PDC,Schlumberger,RIG-4,WBM,1386.15,4778.0,119143.29350014642,121.54,7192.69,3941.14,306.08,20.77
WELL-1000,2012-05-05,5425,3657.2409033781014,ERROR,9.03,8.87,3108.23,Roller Cone,Nabors,RIG-5,SOBM,2824.07,4923.96,146.09,60.12,2889.29,1672.72,152.19,46.1
WELL-1000,2012-05-06,5425,10.36,9.47,12.02,9.13,2364.86,Roller Cone,Weatherford,RIG-4,WBM,2307.64,3783.1,21.64,68.72,,4423.33,265.45,71.24
WELL-1000,2012-05-07,5425,11.12,5.46,8.8,26.64,4997.65,Roller Cone,Nabors,RIG-4,OBM,ERROR,4060.72,72.85,124.35,4936.31,2232.64,354.23,6.65
WELL-1000,2012-05-08,5299245.44596881,11.57,13.8,11.42,26.68,1460.13,PDC,Weatherford,RIG-5,WBM,1853.86,5151.99,39.77,103.27,8716.74,3858.31,262.22,19.96
WELL-1000,2012-05-09,5425,11.63,15.44,11.13,16.71,1895.61,Roller Cone,,RIG-2,,2558.99,3176.99,160.22,103.92,3840.86,4710.35,301.82,86.8
WELL-1000,2012-05-10,5425,11.84,12.89,9.69,0.16,1513.68,Roller Cone,Halliburton,RIG-4,WBM,2808.02,2871.57,56.16,163.94,9530.83,1174.29,30.45,25.38
WELL-1000,2012-05-11,5425,11.76,19.71,8.54,18.63,1670.62,Roller Cone,Halliburton,RIG-5,WBM,2016.05,2913.39,127.02,ERROR,5586.92,3641.15,65.98,
WELL-1000,2012-05-12,5425,11.61,12.2,11.17,2.02,748.15,Roller Cone,Nabors,RIG-1,OBM,XYZ,2134.64,47.65,189.71,7348.85,2539.91,135.12,16.15
WELL-1000,2012-05-13,5425,11.54,9.64,12.05,0.83,,Roller Cone,Schlumberger,RIG-1,SOBM,2548.2,2752.25,58.25,81.75,9311.22,2227.9,92.41,24.26
WELL-1000,2012-05-14,XYZ,9.82,22.3,XYZ,,4161249.4549259227,PDC,Weatherford,RIG-2,WBM,2888.13,4608.62,32.68,116.3,2135.89,3935.34,271.01,47.78
